PWEIGHT,PATTCRLM,PEFATINC,PEXMG1A,PWARRIF,
1016.9609,13500,75950,99996,26000,
1093.1206,2600,32750,99996,0,
76.9416,22000,42800,99996,27000,
2289.6577,29000,27800,825,0,
1751.2571,1500,65525,650,0,
1309.6676,1000,19000,99996,0,
1775.3661,9500,94775,725,0,
289.3774,950,40100,99996,0,
385.5547,999996,58825,99996,150000,
539.4339,29000,100125,99996,0,
549.2614,52500,187850,99996,0,
256.7247,30000,264625,750,0,
501.7839,100000,197525,99996,1550000,
676.3791,1550,76375,99996,0,
2730.2518,20000,76225,99996,22000,
1032.3083,25000,62125,99996,0,
1107.7876,999996,12500,99996,0,
1379.9092,30000,43350,99996,0,
1894.1543,11500,63250,1400,0,
211.0992,52500,27200,99996,0,
633.807,10500,107425,900,0,
2369.8438,999996,29225,99996,0,
514.0147,1500,20725,99996,0,
1630.6951,13000,71675,300,0,
1687.2735,999996,12500,99996,0,
827.0786,9000,70775,625,0,
993.2073,11000,49025,99996,0,
115.8721,82500,165950,99996,0,
2143.2712,999996,89875,99996,0,
411.4204,21000,79800,99996,0,
1092.9323,999996,29600,99996,41000,
586.4197,999996,7000,99996,0,
1241.3282,8750,100525,650,0,
1778.1955,999996,37550,99996,0,
1084.9734,18000,101375,800,0,
6504.4117,23000,105900,225,0,
874.0923,8000,28300,99996,0,
451.8238,999996,44500,99996,0,
473.6663,82500,44275,99996,0,
4566.6688,4000,11950,99996,0,
87.5443,31000,327400,1250,0,
485.3079,40000,114475,99996,195000,
1416.4364,625,5800,99996,0,
1278.3286,4750,29000,99996,0,
116.8705,29000,80800,99996,1900,
771.8621,14000,59475,99996,0,
2340.0064,2600,59050,200,0,
570.2678,21000,36975,99996,0,
559.7052,24000,54500,99996,0,
997.1706,2100,36350,875,0,
810.7291,13500,80500,325,0,
1321.3258,2500,65925,99996,21000,
268.4723,41000,128675,99996,0,
578.7607,30000,113250,525,0,
483.9902,20000,118750,99996,0,
1223.5191,12000,62750,99996,0,
1258.67,15500,130950,1150,0,
546.1308,15000,47250,99996,47500,
2120.2948,23000,90625,700,0,
551.9141,14500,102675,225,0,
1322.8779,7500,15575,99996,0,
911.1297,25000,64325,550,85000,
939.2738,70000,40150,99996,10000,
852.9487,250000,49900,3500,0,
1307.02,17500,159975,525,0,
868.7158,21000,59950,200,0,
78.3013,100000,133900,99996,0,
103.5772,62500,38225,450,430000,
441.9391,15000,92750,275,0,
1582.9494,105000,163375,1200,0,
329.2773,999996,29500,99996,0,
360.0347,115000,91150,275,0,
1398.2815,999996,43400,99996,0,
906.6874,14000,45800,600,0,
1166.7114,26000,159250,725,0,
1556.256,30000,172850,99996,0,
478.5578,80000,26825,99996,0,
1191.2803,30000,45925,200,0,
2150.1938,21000,26250,99996,0,
1238.9658,999996,725,99996,0,
483.0628,5250,70050,99996,0,
1669.8665,1450,54925,99996,0,
124.8574,95000,67575,99996,0,
626.98,50000,70675,99996,0,
959.329,5500,33750,99996,0,
1273.7446,52500,47000,575,0,
968.8491,2000,66150,99996,0,
851.52,230000,199350,2000,0,
629.446,999996,12425,99996,0,
1198.4964,2800,32400,150,0,
413.9471,2900,22900,99996,0,
1633.6578,10000,36250,99996,0,
768.4712,20000,106650,750,0,
1027.3187,15000,14500,99996,0,
2886.6185,31000,59475,225,0,
3052.2572,625,18450,99996,0,
546.3577,35000,73975,99996,0,
255.0666,49000,59000,99996,0,
349.0438,10000,43675,99996,0,
2578.2866,7000,37925,99996,0,
645.7631,29000,85350,425,0,
2847.7755,23000,45525,99996,0,
524.4902,20000,129575,675,0,
2860.8726,5250,59650,99996,0,
2570.5403,21000,40225,525,0,
492.2758,26000,66725,700,0,
1371.1075,999996,19000,99996,0,
4345.1461,999996,30175,99996,0,
942.3866,105000,146800,3200,0,
1899.6135,32000,45150,99996,62500,
1033.7691,999996,20000,99996,0,
1084.6721,26000,65925,99996,0,
1035.2343,999996,15275,99996,0,
760.4574,10500,102325,99996,0,
1850.3802,5000,45550,99996,0,
495.629,50000,69300,525,0,
1049.655,10000,56650,300,0,
309.1372,26000,180725,1050,0,
2035.2234,40000,54250,900,0,
1019.1014,35000,20750,99996,0,
1133.9057,20000,133750,1350,0,
1050.8782,35000,93400,575,0,
502.1391,14500,53375,700,0,
784.9742,21000,126600,99996,0,
1214.4596,14500,28500,2600,0,
943.8401,2900,55900,800,0,
1745.0176,999996,35150,99996,0,
560.8683,3100,20700,99996,0,
1453.1395,24000,117450,525,0,
937.5337,30000,48700,850,0,
1213.8306,22000,64350,800,0,
3715.6876,4750,22200,99996,0,
592.3177,17500,27175,625,0,
527.6157,57500,72800,99996,0,
389.2113,25000,92750,99996,100000,
1027.9493,999996,12450,99996,0,
763.8525,6000,46950,99996,0,
353.6447,4100,70575,99996,0,
745.3843,35000,95475,875,0,
1083.7857,5750,119675,275,0,
617.5926,999996,26850,99996,0,
970.0063,30000,205025,99996,0,
1073.7623,999996,57950,1000,0,
851.7641,12000,106475,99996,0,
1217.3381,10000,104050,99996,0,
498.9904,4000,34000,99996,0,
908.8207,25000,141625,99996,0,
1646.1752,999996,30300,99996,0,
520.967,999996,65150,99996,0,
1955.1925,2100,42275,99996,0,
420.5414,19000,283775,99996,0,
1579.1885,47500,187875,400,0,
1557.0305,1500,33075,99996,0,
614.8228,999996,19500,99996,0,
510.483,8000,34400,99996,82500,
297.1433,105000,-234525,99996,0,
954.0772,1500,47375,275,0,
1268.8332,32000,157375,1700,0,
633.1323,25000,111725,450,0,
719.5091,20000,81525,99996,0,
350.2352,57500,55350,99996,0,
1676.6254,15000,31000,99996,0,
503.0247,42000,139650,99996,0,
997.6373,24000,94325,225,0,
2790.2754,35000,57250,99996,0,
1279.0897,13000,32400,99996,0,
406.5184,24000,91650,99996,1350000,
1503.7332,11500,5375,99996,0,
787.1358,6250,79750,500,0,
4734.7669,9500,44825,625,0,
1759.4372,47500,100100,200,0,
187.8395,50000,106125,750,0,
2036.1126,999996,35600,99996,0,
579.8349,20000,68825,1100,0,
2160.4367,4600,88075,600,0,
448.3298,26000,251050,1600,0,
536.8065,12500,37550,425,0,
1734.3953,999996,44125,99996,0,
1840.2667,999996,15500,99996,0,
852.028,3000,91475,400,0,
966.524,23000,49200,99996,0,
3790.2593,30000,20300,99996,0,
172.137,72500,156200,750,0,
1166.1406,26000,65650,350,0,
1041.1673,10000,98150,675,0,
229.3698,15500,131050,1500,0,
581.5372,20000,75600,99996,0,
1345.54,46000,85175,525,50000,
969.391,5000,37250,99996,0,
1287.5562,999996,12525,99996,0,
2574.1951,7000,56125,125,0,
3197.1004,1500,23900,225,0,
1024.6614,1900,22000,99996,0,
1371.1075,999996,17875,99996,0,
2371.7114,4000,33975,99996,0,
110.6652,25000,79600,99996,0,
1433.5501,999996,15500,99996,0,
683.6315,999996,47625,500,0,
1160.1726,999996,4000,99996,0,
177.6677,28000,127675,99996,0,
716.3781,46000,48875,99996,0,
497.1998,1300,43900,99996,0,
523.8111,12500,56050,99996,290000,
703.2507,35000,291950,99996,0,
2522.3624,5000,15500,99996,100000,
1151.4922,3500,42500,99996,0,
411.8216,40000,173000,375,0,
723.4511,10000,46000,99996,55000,
464.3046,4750,56675,500,0,
868.3361,70000,183125,99996,0,
1676.6254,5250,39900,99996,32000,
876.3029,11000,78375,99996,0,
1068.003,11000,52350,200,0,
787.079,52500,67425,99996,140000,
530.2305,35000,165325,99996,1600000,
2048.8282,3500,56600,99996,0,
1718.0631,29000,144000,700,0,
894.2849,5250,32950,99996,0,
382.5681,20000,23000,99996,0,
1191.9437,77500,24975,975,0,
513.0285,155000,275050,99996,0,
911.1297,50000,62250,99996,0,
536.7317,26000,118725,675,0,
2364.5889,29000,95075,99996,220000,
706.5342,22000,159950,99996,1500000,
2258.2736,3000,133175,99996,0,
1046.3238,2000,47050,99996,0,
1526.2879,5000,71550,99996,0,
753.7754,60000,57175,99996,0,
1084.0684,77500,40475,99996,0,
1633.1781,1900,6500,99996,0,
915.0215,20000,47350,2800,0,
1108.578,575,9800,99996,0,
1439.4949,10000,23150,725,0,
539.2528,11500,198275,99996,0,
330.9058,95000,47475,800,0,
1451.8695,52500,120700,99996,0,
1461.04,9500,62550,675,0,
1737.9024,25000,108375,1850,0,
1138.4967,21000,73800,650,0,
618.5626,999996,19975,99996,0,
362.8307,105000,137425,99996,0,
477.0993,999996,16000,99996,0,
629.2275,999996,16650,99996,0,
334.657,5000,123200,425,0,
1108.1401,70000,50350,1100,0,
1051.5805,20000,78675,450,0,
1078.6438,35000,64350,600,0,
178.9688,26000,112875,325,0,
517.3062,25000,115425,99996,0,
471.8956,82500,79050,475,0,
1118.6669,5250,35975,99996,0,
4847.5994,15000,64325,650,0,
166.9522,41000,216625,600,0,
1397.2262,28000,67500,99996,0,
422.0751,4750,24950,99996,0,
639.687,28000,108675,600,0,
1602.1165,12500,24250,99996,0,
505.1044,950,82025,99996,210000,
1073.939,6000,10500,99996,0,
1109.1243,67500,1395275,99996,0,
967.7973,31000,159300,600,0,
2032.6532,4000,46500,99996,0,
1044.2224,14500,144600,600,0,
1572.1236,31000,37825,99996,0,
965.9043,999996,40975,99996,0,
719.878,20000,191725,99996,0,
984.6787,20000,87425,1350,0,
952.9387,20000,68775,99996,0,
2275.852,999996,77050,99996,0,
1989.9498,1050,33625,99996,0,
385.1983,37000,178275,900,1250000,
335.2247,20000,59450,99996,0,
871.9078,44000,61450,99996,390000,
1172.8136,25000,78625,99996,175000,
995.9382,42000,127525,900,0,
1380.0681,24000,49325,99996,39000,
2599.2664,16500,26350,99996,0,
3374.668,50000,109575,99996,0,
223.1533,10500,265525,99996,0,
1330.0167,26000,100625,800,0,
401.0344,1000,29175,99996,0,
2712.4251,20000,64625,700,0,
1567.1031,9250,128475,99996,0,
1144.9943,999996,29250,99996,0,
1192.3883,999996,1250,99996,0,
451.8238,2900,39800,99996,45000,
551.7001,1000,24100,325,0,
832.8413,20000,114000,675,0,
941.7643,26000,88125,300,0,
723.8544,14500,141800,1800,0,
1878.2414,23000,38975,99996,0,
701.7719,15000,68525,99996,0,
196.7101,10000,215350,99996,0,
706.5342,7000,52750,99996,200000,
340.6461,37000,1067375,1650,0,
1272.6085,10500,54375,99996,300000,
402.1155,999996,20000,99996,0,
2348.7741,29000,59700,99996,82500,
1207.6177,1900,14400,99996,0,
949.3862,43000,88050,275,0,
4307.6625,19000,62850,500,0,
2171.4128,47000,42600,1650,0,
1128.3767,34000,142400,575,0,
1153.3141,999996,12450,99996,0,
2722.6354,1050,66000,99996,0,
829.7509,20000,193300,400,0,
468.6383,10000,214025,99996,875000,
512.4411,30000,74350,99996,380000,
1676.6254,20000,50100,99996,0,
404.9483,50000,389150,3000,0,
821.3223,950,44450,99996,0,
1876.1742,100000,84575,1700,0,
705.1178,41000,100450,825,0,
2153.2828,8500,70275,525,0,
732.4914,8250,575,99996,0,
569.4109,999996,16500,99996,0,
3342.238,999996,54025,450,0,
1056.6486,82500,112775,99996,13000,
801.4381,32000,38625,99996,12000,
2435.7265,39000,69275,775,0,
1308.1635,999996,24050,99996,80000,
2131.7253,15000,111975,1900,0,
277.6758,36000,92075,99996,0,
458.0696,30000,141500,99996,9500,
1014.8908,999996,13800,99996,0,
1861.4886,10500,147750,99996,0,
2281.1138,9500,114275,99996,0,
1614.0801,23000,70950,800,0,
618.1095,85000,237950,600,0,
1319.3186,35000,165075,99996,0,
414.2876,52500,176225,825,0,
1085.6681,41000,163175,1050,0,
1018.0744,60000,45400,99996,0,
407.6937,7250,61400,425,0,
344.9895,3000,57125,99996,0,
2026.2421,13000,134700,99996,0,
2965.0162,5250,67600,80,0,
1365.0762,8250,136725,500,0,
2279.8887,50000,61525,99996,0,
592.1258,15000,203225,99996,0,
432.9788,31000,107700,99996,0,
1549.7687,21000,84875,99996,0,
471.2604,8500,76175,99996,0,
513.0285,42000,225700,99996,9500,
651.5528,50000,342075,99996,0,
61.1393,11500,174825,99996,0,
1423.8685,6750,39425,99996,0,
445.5299,5000,46000,99996,0,
409.0316,999996,16500,99996,0,
481.028,999996,18000,99996,0,
1434.4982,18500,30625,99996,0,
1850.5493,25000,50225,99996,200000,
2153.0185,999996,17500,99996,0,
1731.2651,999996,9250,99996,0,
1171.3314,41000,89050,300,0,
132.5973,20000,86150,99996,0,
1542.5893,450,15850,99996,0,
1281.7337,1900,75675,99996,0,
1384.7668,999996,48050,99996,0,
704.6009,47500,192150,99996,0,
345.8074,52500,32500,475,0,
449.9306,20000,17900,99996,0,
639.3702,6250,64650,99996,0,
1909.0965,1500,36950,99996,0,
3295.9145,24000,86550,99996,0,
2048.8282,12000,55450,99996,130000,
2908.6765,52500,126325,99996,0,
1469.0628,10000,39600,99996,0,
2461.5084,24000,79100,99996,0,
613.1623,40000,432800,99996,0,
1755.976,17000,29700,99996,27000,
911.1297,15500,101375,99996,0,
549.853,25000,108925,99996,0,
868.141,10500,81175,200,0,
1346.187,20000,125950,99996,0,
1835.2926,14500,113375,1000,0,
824.2249,47500,60000,625,0,
1176.2757,21000,105375,675,0,
1277.2672,19000,75275,99996,0,
800.5374,9500,21225,99996,0,
1778.1955,22000,37550,99996,145000,
994.7855,6000,35800,99996,0,
1032.3083,15000,56750,99996,19500,
1390.5473,29000,44425,3700,0,
2486.431,30000,58675,500,0,
1468.6034,10500,36650,99996,90,
4503.8202,41000,127325,400,0,
898.2463,22000,133175,300,0,
1226.2101,22000,41125,1200,0,
4043.3486,3500,19950,99996,0,
1159.9876,42000,100800,975,0,
1311.6174,8000,61525,99996,0,
2678.8095,5000,81575,625,0,
1086.6105,10000,44575,99996,0,
2252.2483,39000,189425,1450,0,
510.8256,10000,47800,99996,0,
665.7808,52500,161025,99996,0,
1367.2606,23000,17925,99996,6000,
1014.2694,32000,14850,99996,0,
1062.6881,20000,45250,99996,0,
657.013,4500,50175,125,0,
876.7876,14500,31475,250,0,
591.6638,750,20000,99996,0,
68.2283,3100,40775,99996,0,
818.1215,17000,60650,99996,230000,
561.7987,105000,148550,1350,0,
1279.0406,5000,37850,775,0,
941.5418,9500,44575,99996,0,
468.3907,40000,220625,5500,92500,
684.3226,20000,46900,99996,55000,
513.5348,26000,66675,99996,0,
817.3089,14500,18750,99996,0,
1325.8711,19000,69550,99996,0,
2534.7399,6750,22875,99996,0,
1389.006,12500,46425,99996,195000,
2085.5909,67500,155775,2400,0,
718.613,41000,49875,99996,0,
1551.0748,6250,78750,99996,0,
608.8421,27000,115750,99996,650000,
1069.9174,999996,20850,99996,0,
1154.3866,14500,145000,625,0,
1766.3364,4750,36575,99996,0,
446.9126,3100,44500,99996,0,
2806.0071,19000,78400,800,0,
302.3994,2900,12050,99996,0,
353.4632,4750,60100,99996,0,
3949.3076,29000,41075,99996,0,
505.7599,62500,67800,500,0,
11591.7561,46000,32725,99996,0,
10,4750,38975,99996,0,
2945.9297,12500,72625,3500,0,
3127.5035,16000,95800,750,0,
1853.6647,12000,45350,99996,0,
261.4973,30000,155225,750,0,
643.3757,70000,106650,99996,0,
1240.7205,18000,77250,375,0,
518.9168,25000,70250,250,0,
886.2625,90000,380075,4000,0,
442.1716,19000,7200,99996,10500,
808.014,10000,136400,99996,0,
1629.1973,40000,59275,99996,0,
1175.3095,5250,46475,575,0,
658.0162,50000,138725,99996,0,
545.7593,999996,89725,99996,0,
5213.0851,13500,157825,150,0,
1405.8322,8500,42050,99996,0,
176.0694,47500,149500,425,0,
1434.5567,999996,17000,99996,0,
2477.7705,5250,1850,175,0,
1300.1224,5000,18000,99996,0,
915.0365,4600,32375,99996,0,
1162.6335,2000,34500,99996,14000,
567.1909,25000,149975,975,15000,
1996.5169,52500,43400,99996,0,
374.4448,45000,63075,99996,0,
414.9102,999996,19175,99996,0,
2176.5485,24000,44000,99996,0,
3362.0368,4400,87050,1800,0,
403.699,25000,28800,99996,29000,
1439.4949,15000,17000,99996,40,
538.5974,4750,53050,99996,0,
858.9555,21000,162925,99996,0,
8860.149,999996,68400,99996,0,
605.4979,29000,81400,1850,0,
1239.0976,105000,147275,1750,0,
549.3804,9000,25700,275,0,
1358.0878,375,81075,99996,0,
251.7078,20000,252250,99996,0,
1239.3538,20000,100675,575,0,
447.6813,20000,66550,500,1050,
437.4848,50000,129575,99996,30000,
911.1297,19500,57375,99996,0,
699.4529,29000,104850,2200,0,
987.9253,5000,49650,99996,0,
343.3182,999996,27000,99996,0,
1416.993,31000,73375,99996,0,
1745.0176,999996,24475,99996,0,
1693.2024,999996,20375,99996,0,
992.881,17000,153125,1050,0,
1903.7765,999996,86300,575,0,
5925.5845,30000,126625,99996,0,
588.642,18000,32375,575,0,
1108.6429,30000,92275,525,0,
1884.0135,10500,111100,550,0,
1263.9822,1000,16150,99996,0,
1454.5257,4000,34450,99996,0,
1593.4749,5250,23700,99996,0,
466.6754,25000,130275,99996,0,
595.2109,21000,66825,99996,0,
601.4943,999996,32675,99996,0,
173.2856,18500,104775,99996,0,
1284.7065,33000,90500,400,0,
1283.0182,10000,51775,99996,0,
1426.3359,7750,18500,99996,0,
1103.2361,1000,575,99996,0,
1281.2896,999996,74025,99996,0,
1261.6055,999996,6250,99996,0,
635.4173,10500,127750,550,0,
1119.1995,999996,51325,250,0,
774.4033,14500,79575,99996,240000,
101.4893,6500,50625,200,0,
941.1534,24000,222325,99996,0,
1396.2661,15000,133725,375,0,
1546.8044,50000,115125,725,0,
871.8761,39000,206700,4100,0,
777.1276,55000,135975,99996,0,
911.219,999996,7050,99996,0,
1630.9193,11500,56025,625,0,
647.9948,5500,57125,99996,0,
787.8333,25000,90750,99996,0,
950.0336,21000,76175,99996,0,
363.3652,52500,105175,700,0,
1560.2828,999996,8500,99996,0,
1141.3811,999996,43500,3700,0,
2577.2786,999996,21000,99996,0,
829.5705,26000,62050,99996,0,
4124.2317,450,52025,99996,0,
654.5596,47500,143850,99996,0,
208.8175,15500,84500,99996,825000,
1103.1029,39000,82900,625,170000,
1759.2278,57500,241225,9000,0,
634.5948,999996,30175,99996,0,
1598.6374,999996,44800,99996,0,
2157.6243,5750,30525,99996,47500,
1633.6578,5000,35450,99996,0,
3046.1309,4750,39625,99996,0,
2269.3813,30000,55625,99996,0,
489.173,30000,60375,99996,0,
956.2032,12500,94750,99996,0,
2441.8063,1550,39000,99996,0,
1093.2167,999996,12100,99996,0,
893.5839,1000,38775,99996,0,
2033.9214,16500,47225,875,0,
808.9945,7750,122225,99996,0,
858.2281,6250,51475,425,0,
511.0846,9500,43400,99996,0,
948.7872,21000,136575,99996,0,
2410.386,1500,113225,400,0,
974.0617,9500,23875,99996,0,
120.6026,5000,32675,99996,7750,
1670.2092,8750,18825,99996,0,
1593.0863,29000,88825,1000,0,
1102.4632,57500,124925,99996,0,
885.6112,26000,174500,99996,0,
455.4992,19000,40625,99996,0,
1096.8676,34000,75800,525,0,
1815.2211,999996,16000,99996,0,
2860.8726,10500,40775,99996,11500,
1104.5449,999996,1350,99996,0,
1313.7684,5000,37825,2000,0,
626.0642,100000,108050,99996,0,
1842.6537,999996,16500,99996,0,
1959.8263,999996,27500,99996,0,
816.997,4750,28300,99996,0,
699.1031,15500,17000,99996,0,
1124.8357,15000,15300,1950,0,
716.9703,4400,43225,500,50000,
1143.2313,999996,11500,99996,0,
1181.2964,325,6100,99996,0,
848.4193,16000,133925,90,0,
1396.0005,70000,142425,1650,0,
1648.5033,26000,135450,525,0,
1675.6055,4100,25050,99996,0,
1765.5379,8750,44925,99996,200000,
1398.2187,550,17000,99996,0,
553.5383,37000,280200,99996,210000,
655.1648,13500,69900,99996,0,
3767.1708,12000,126500,3100,0,
2282.9915,1000,5650,99996,0,
352.3392,13000,65300,99996,33000,
1246.9743,6750,44150,99996,10000,
629.4319,31000,192375,525,0,
658.7125,999996,21800,99996,0,
2117.664,95000,62775,99996,90000,
1485.0596,5000,18500,99996,0,
282.5543,60000,144075,99996,700000,
448.2502,999996,32225,99996,0,
1120.9168,5000,123350,99996,46000,
1696.8421,17500,89475,625,0,
650.1097,1050,36225,99996,41000,
1362.815,16500,67775,99996,0,
416.3568,31000,73750,99996,360000,
2143.8027,10000,81600,800,0,
1822.393,1200,19825,99996,0,
1722.6204,2000,38100,99996,0,
682.0139,5250,50100,99996,0,
79.4171,4800,53700,750,75000,
679.0861,29000,120400,99996,0,
1847.7775,50000,83425,99996,0,
523.0732,11500,56775,1000,0,
2268.1706,15000,174925,2100,0,
1301.1273,5000,22000,99996,0,
1401.236,1300,24000,99996,0,
554.9768,52500,157150,99996,0,
82.5224,30000,62500,99996,0,
338.5095,7250,86875,99996,475000,
1864.414,14500,138150,99996,0,
2895.402,39000,53975,99996,0,
329.5933,450,27100,99996,0,
3462.1572,20000,48725,99996,0,
2591.1446,30000,162650,1250,0,
1298.3286,44000,70750,99996,0,
359.5874,17500,118550,600,0,
1233.806,82500,134025,2000,0,
303.2945,1500,38125,99996,0,
2107.7855,21000,67300,99996,0,
395.2334,13000,27375,99996,0,
511.372,62500,107250,675,0,
324.4042,15500,56575,99996,0,
1559.3934,41000,148525,1200,0,
305.487,1500,81275,99996,0,
1666.2754,20000,146000,1150,0,
559.4776,10500,58975,99996,0,
2291.6557,14000,125250,325,0,
71.7279,10000,65125,99996,0,
2348.6994,1050,69000,99996,0,
698.9427,15000,69650,475,0,
1051.7766,18000,36450,99996,0,
395.7828,31000,164000,99996,0,
1312.8833,19000,49550,99996,0,
1019.0766,1050,46725,99996,0,
1457.9447,4000,25225,99996,57500,
466.6179,38000,157425,99996,0,
1135.5027,24000,60875,99996,2100,
1880.904,11500,47300,500,0,
3316.6413,3000,32400,99996,0,
463.3877,21000,107700,99996,200000,
3050.7841,3200,23000,99996,0,
2048.8282,14500,64850,99996,200000,
559.3741,16000,180600,650,0,
1492.1636,34000,94225,99996,115000,
301.1559,15500,60925,99996,0,
1842.5242,950,37725,99996,0,
881.3505,115000,17250,99996,0,
7732.5887,5000,64525,99996,0,
1672.5577,4000,70925,750,0,
1606.1511,50000,233450,700,0,
772.9722,300,20200,99996,0,
2341.0061,24000,83675,700,0,
961.7351,60000,327250,99996,0,
1471.9988,14500,197400,1100,0,
2106.1628,40000,113675,1550,0,
458.3563,50000,38150,99996,0,
837.3906,13000,58625,525,0,
417.4873,5500,24825,99996,0,
847.5514,50000,125600,575,0,
684.3226,5750,34400,99996,120000,
527.0366,37000,157350,2100,0,
1958.7955,4750,65900,650,135000,
105.1697,39000,49425,99996,0,
825.5709,5000,23775,99996,0,
330.9058,52500,57650,99996,8750,
739.2872,11500,7900,825,0,
1114.1548,12000,154425,575,0,
2044.7238,4100,34225,1900,0,
1018.4039,26000,115475,400,0,
2009.2642,105000,112350,99996,0,
2889.9975,999996,58250,300,0,
1913.6325,14500,38025,550,0,
766.6162,24000,106450,99996,190000,
3361.137,5250,21700,99996,0,
145.3825,950,80850,400,0,
1624.6824,4750,47475,99996,0,
605.8082,60000,156950,99996,0,
412.8424,9500,18500,99996,0,
703.1839,7250,53650,99996,0,
1098.2195,34000,74925,1100,0,
781.8342,40000,105800,700,0,
606.2776,999996,15000,99996,0,
849.2781,210000,144500,99996,0,
2365.0512,2000,81825,1650,0,
1009.7262,475,38150,99996,0,
639.1766,2500,82200,450,0,
273.9032,41000,189300,400,0,
1604.9828,26000,163125,99996,0,
172.3527,5500,137200,175,0,
2933.6354,4100,32700,99996,0,
876.228,999996,89750,99996,0,
1795.4479,10000,45875,600,0,
813.1148,3100,25800,99996,0,
332.1047,999996,23900,1050,0,
2524.1048,60000,86050,550,0,
1306.8708,999996,24575,99996,300000,
2206.6793,7500,15225,99996,0,
1394.9893,999996,41925,975,0,
1944.2908,999996,25700,99996,0,
176.9791,11500,81500,550,0,
3201.1504,2500,92800,1100,0,
2196.7768,22000,18900,99996,0,
1029.1326,36000,63575,1300,0,
2310.8486,3400,52000,99996,0,
723.9461,10500,65225,99996,0,
490.6751,6750,23750,375,0,
1015.2849,10000,68700,99996,550000,
792.9112,57500,134550,99996,0,
2989.4811,14500,51500,99996,0,
2277.8005,40000,125075,475,0,
199.967,50000,113700,850,0,
862.4921,30000,184150,99996,0,
2493.5992,9500,20250,99996,0,
1263.8494,19000,144025,1250,0,
2590.4395,7000,24500,99996,0,
181.2409,47500,102375,99996,0,
2147.4644,999996,12100,99996,0,
950.6687,1550,34575,800,0,
1676.6254,45000,42200,99996,55000,
1540.1005,8000,36600,99996,0,
2082.8367,39000,101900,825,0,
979.6907,50000,195650,825,0,
482.9167,19000,74400,99996,0,
2429.5432,11000,60325,350,0,
1108.9146,1500,33150,99996,0,
813.1431,13000,135975,800,55000,
1532.3447,1900,18500,99996,0,
561.7987,30000,91075,99996,300000,
1900.1284,14500,62800,800,0,
853.3346,15000,24000,99996,0,
415.8627,21000,69425,675,0,
1271.2353,999996,17000,99996,0,
2465.5467,8000,35550,1750,0,
1476.1943,10500,101825,1300,0,
11035.3664,999996,48150,99996,0,
918.5532,3900,28025,99996,0,
1206.6664,5000,57775,99996,100000,
1437.8243,999996,30600,99996,0,
832.3103,15500,222450,99996,0,
484.022,31000,104625,99996,0,
3065.9883,12500,41850,99996,0,
599.5033,9250,56950,700,0,
1810.6913,550,42375,99996,65000,
723.2288,999996,31000,99996,0,
2048.8282,72500,69550,99996,0,
1254.4152,35000,106900,99996,0,
1741.6197,24000,76600,99996,0,
1128.3041,999996,11000,99996,0,
11260.9805,999996,40800,99996,0,
1649.6393,38000,32200,99996,0,
914.9855,31000,32350,750,0,
357.9935,30000,86950,600,0,
1475.3024,31000,17900,800,0,
1197.911,4750,22825,99996,0,
1026.6455,15500,44000,950,0,
1272.0723,999996,50025,99996,0,
1565.2739,14000,15450,99996,0,
7916.0585,5750,28175,99996,0,
667.2403,25000,71800,1100,0,
2040.5169,15500,35550,99996,0,
660.0819,50000,92575,1650,0,
2110.9452,20000,132675,99996,0,
2252.2856,67500,122625,350,0,
1694.8237,10500,44400,99996,0,
1537.8394,4750,21175,99996,0,
913.4253,19000,154825,1000,0,
1914.8704,21000,72500,99996,0,
75.3929,3400,75325,99996,0,
333.6556,5000,31200,50,0,
292.0337,7750,97500,325,0,
706.5342,95000,133825,99996,800000,
278.5584,999996,73050,475,0,
2484.5728,31000,152525,1700,0,
1262.7477,999996,12000,99996,0,
830.8656,60000,201200,99996,0,
594.0616,8750,67350,99996,10500,
480.4409,50000,144425,775,0,
1425.8408,19000,79275,99996,0,
874.0923,4100,31825,99996,80000,
736.1616,5500,40975,99996,0,
1488.8956,999996,76975,99996,0,
106.5523,4000,72025,99996,0,
2880.5329,25000,69925,350,0,
8107.7239,1450,19750,99996,0,
1061.7093,4600,41700,99996,0,
397.5043,9000,1650,99996,0,
857.1364,15500,54125,99996,0,
1899.6135,28000,40225,99996,0,
447.4169,525,27000,99996,0,
3275.874,52500,144300,99996,0,
1184.7328,2500,40700,99996,0,
2038.0263,1550,25825,99996,0,
3433.1734,50000,65275,1000,0,
1071.1264,22000,81325,99996,0,
649.0066,21000,27350,99996,0,
644.0571,2000,50000,8500,0,
1099.3244,6750,23000,99996,0,
3001.7251,10500,44325,1400,0,
549.853,17500,90850,99996,0,
1467.9068,15000,114300,99996,0,
649.5003,25000,146650,1250,0,
925.0697,8750,23150,99996,0,
2319.7884,24000,74725,700,0,
865.1651,39000,77300,650,0,
1686.6423,29000,27425,99996,0,
2493.5992,20000,22600,99996,0,
336.7101,40000,42100,99996,0,
719.4222,10500,53550,800,0,
2084.8347,6000,38300,99996,0,
2348.7741,2900,31300,99996,0,
336.6665,4750,24000,575,0,
1718.7798,999996,11400,99996,0,
800.1284,1550,42200,99996,0,
498.3095,10000,69650,99996,0,
2063.7812,20000,46300,99996,46000,
2271.6439,1700,25000,99996,0,
588.9792,67500,134150,99996,0,
1564.7897,5000,14500,99996,0,
1199.8023,4750,21500,99996,0,
