PWEIGHT,PATTCRLM,PEFATINC,PEXMG1A,PWARRIF,
2419.2461,21000,109600,99996,0,
452.9465,999996,27475,99996,0,
911.4279,60000,103275,99996,0,
2543.3613,110000,254475,1350,0,
1630.8385,52500,137875,650,0,
923.2666,10500,84350,625,0,
871.9078,72500,120725,99996,0,
247.2191,4000,28500,99996,0,
534.6704,14000,94525,450,0,
978.5968,1550,20575,99996,0,
818.1215,10000,44550,99996,0,
364.8118,999996,20500,99996,0,
89.8143,50000,50125,99996,0,
771.4106,15000,110475,250,0,
632.2213,50000,171325,1100,0,
1225.2668,999996,26100,99996,0,
3621.3385,16000,101350,99996,0,
1655.3003,10500,100700,425,0,
856.5146,50000,228675,99996,21000,
797.5246,425,54150,99996,0,
1980.155,32000,33150,99996,0,
921.9311,20000,41800,99996,0,
1326.9504,999996,12550,99996,0,
889.3375,15000,38000,825,0,
650.6177,13500,29625,99996,0,
597.884,10500,30000,450,0,
909.2423,18500,83275,99996,0,
1434.3897,17500,79550,99996,0,
2297.6705,5000,144175,625,0,
1115.4489,10000,50775,99996,90000,
1603.1289,999996,19500,99996,0,
287.9243,18000,110875,825,0,
1508.5793,21000,50900,99996,0,
725.8007,28000,111600,1150,0,
1525.9739,999996,25575,99996,0,
1410.9744,2100,44625,99996,0,
1633.6578,8000,47725,99996,35000,
292.6832,25000,41775,650,0,
682.2848,10000,85900,1700,0,
2607.9669,26000,53500,99996,0,
946.8709,20000,71475,99996,380000,
1593.8943,1150,43050,99996,0,
850.3899,13000,22075,425,0,
918.7946,41000,119225,1400,0,
573.32,82500,57625,99996,34000,
1010.3632,10500,73025,99996,0,
414.1874,999996,31000,99996,0,
341.8849,19000,94925,99996,92500,
573.1948,75000,144075,99996,0,
1341.9395,6250,46300,350,0,
640.6601,21000,25000,500,0,
2558.0148,1500,82325,550,0,
373.2423,31000,214975,99996,0,
1707.6312,10000,44950,99996,0,
333.1509,2000,32000,99996,0,
1330.5944,5000,11250,99996,0,
237.9708,50000,46975,99996,0,
134.1095,100000,102650,99996,0,
296.8423,46000,58325,99996,0,
1304.8248,1500,52875,99996,0,
579.4424,35000,174250,99996,0,
257.4597,10000,183950,400,0,
199.7735,999996,42775,99996,0,
794.9111,92500,202200,99996,0,
1128.476,5000,18800,475,0,
720.5365,100000,86650,1350,0,
1202.1762,40000,175800,575,0,
1423.832,70000,262250,1000,0,
941.7716,999996,26750,99996,0,
941.3287,999996,86475,700,0,
1521.1364,14000,38775,99996,0,
2023.4727,475,55900,99996,0,
985.8888,999996,31200,250,0,
2858.7145,9500,67025,1150,0,
959.1455,23000,80325,550,0,
758.9036,5750,56025,99996,0,
1316.6557,18000,24225,225,0,
820.5614,6500,122575,400,0,
2646.3973,999996,79900,1000,0,
1090.0062,14500,97800,725,0,
439.9473,6000,19500,99996,0,
505.1044,2000,65225,99996,0,
984.0198,40000,57500,99996,0,
549.7908,19000,86550,325,0,
3449.5277,4750,5050,99996,0,
546.679,25000,85075,99996,0,
1637.8319,150000,200300,99996,0,
297.27,5250,38025,99996,0,
955.5834,999996,17500,99996,0,
1954.2746,9500,53825,99996,95000,
650.637,1000,54525,575,0,
1431.7038,999996,16500,99996,0,
1198.3583,47500,40750,99996,0,
380.3001,9500,114925,99996,105000,
2465.9073,999996,23800,99996,0,
1497.3331,999996,48350,99996,0,
714.8327,38000,768725,99996,0,
2519.4896,20000,101800,1000,0,
774.2092,16000,115525,775,0,
1799.1514,999996,13500,99996,0,
1816.5166,20000,147600,1900,0,
1845.7624,1900,71325,99996,0,
442.6132,30000,100650,99996,0,
1896.9804,18000,92600,1050,0,
1307.3755,7250,34300,99996,0,
1452.6231,27000,24575,99996,0,
2401.8434,999996,16250,99996,0,
1023.9287,999996,49250,99996,0,
490.827,17500,95225,99996,0,
1767.994,30000,107775,2100,0,
826.0515,24000,64550,1200,0,
1646.1752,20000,38925,99996,0,
342.5202,30000,148850,99996,0,
1676.6254,15500,47150,99996,22000,
2678.8095,5250,48075,99996,0,
1051.5493,5000,55875,99996,0,
574.9785,26000,30225,525,0,
565.548,35000,67775,99996,925000,
926.2659,24000,47950,750,0,
197.164,18000,81550,725,0,
2015.2797,2000,56125,425,0,
183.4409,25000,99825,575,0,
1826.4284,125000,133775,99996,0,
1067.6246,15000,66500,99996,0,
3074.5107,12500,84025,250,0,
364.007,41000,66850,99996,0,
1836.7409,3100,57400,99996,0,
1671.313,7000,53125,99996,1450,
1162.7441,20000,26575,1050,0,
545.4566,35000,64275,99996,0,
518.0175,41000,92100,1300,0,
533.2087,475,60300,99996,0,
395.7977,14000,71750,99996,0,
842.424,15000,28500,99996,0,
470.3672,26000,119525,825,0,
724.8597,20000,137175,99996,0,
750.1728,10000,136025,99996,0,
416.2227,999996,52075,450,0,
77.7768,4500,56725,1050,0,
1881.2984,14500,117425,99996,0,
1750.5527,5000,21475,99996,0,
10,999996,10300,99996,0,
3778.1987,999996,18225,99996,0,
773.4245,60000,47500,99996,0,
1507.2268,4000,77625,1250,0,
939.133,999996,25000,99996,0,
2465.3015,999996,29425,99996,1900,
910.6239,14500,78550,99996,0,
2142.4135,31000,49700,99996,0,
1271.2306,25000,155000,1400,0,
592.7631,20000,69575,975,0,
204.088,999996,43500,1050,0,
893.5839,6750,43300,99996,0,
539.9321,28000,141500,99996,0,
628.9717,7250,29175,99996,0,
1218.5253,28000,109775,525,0,
908.4704,12000,14100,475,0,
951.8233,14500,176175,99996,0,
1131.6477,40000,525,99996,0,
246.0919,40000,117375,300,0,
3565.273,525,57625,99996,0,
927.7271,13000,76550,99996,0,
223.9449,70000,230350,99996,0,
940.4821,22000,34250,99996,0,
2024.9932,12500,63850,200,0,
275.9822,48000,161475,450,0,
665.488,3600,18950,99996,0,
3839.4949,999996,22600,99996,0,
1088.9522,57500,83050,99996,0,
642.3015,12000,64800,99996,0,
913.4378,999996,38500,99996,0,
413.907,10000,78475,875,0,
911.1297,9500,72250,99996,210000,
1004.9275,20000,139850,99996,0,
635.9136,52500,160100,300,0,
1867.722,7750,38375,99996,0,
1034.0505,10000,53425,525,0,
1295.7934,75000,101975,99996,0,
346.9897,52500,85925,99996,0,
486.6887,47500,78650,275,0,
485.3614,100000,502550,99996,0,
411.8426,100000,238075,99996,0,
539.9828,3000,61875,500,0,
1092.2969,26000,148950,99996,0,
959.0154,32000,108775,99996,0,
703.0425,3000,62675,525,0,
642.7306,3500,50675,99996,0,
161.4128,97500,102500,750,175000,
295.5806,60000,144850,625,0,
701.1523,4750,120575,99996,0,
2318.7852,10000,1350,99996,0,
678.8324,45000,208500,99996,0,
556.5695,3900,56125,99996,0,
1482.179,16000,106500,99996,0,
5099.1593,999996,4350,99996,0,
193.7873,999996,80450,200,0,
1204.2193,15000,205100,4750,0,
1780.8984,20000,96725,500,0,
1312.4441,6000,50925,325,0,
694.0229,60000,113175,1900,0,
983.6917,19500,25225,99996,0,
6757.7685,1000,13025,99996,0,
629.258,10000,41475,99996,0,
350.6472,10000,32725,99996,0,
890.3551,3500,73250,99996,0,
187.6632,35000,46025,99996,0,
1538.4648,12000,33600,99996,0,
1180.3174,50000,49675,1600,0,
1477.775,52500,48575,99996,0,
308.7431,10000,91950,550,0,
463.5795,3500,79675,1500,0,
489.9947,57500,24800,950,0,
1765.5379,10500,59125,99996,0,
150.5379,6750,65000,99996,0,
1810.4376,2000,23600,99996,0,
1671.3152,29000,748400,99996,0,
362.3795,999996,17500,99996,0,
2346.6076,3000,32900,99996,0,
320.3677,4750,47425,99996,0,
1899.6135,21000,51050,99996,20000,
695.8006,8000,103575,475,0,
540.6028,5000,38375,99996,0,
139.5072,50000,89450,3100,0,
993.5721,44000,183475,80,0,
1216.4565,15000,118250,400,0,
452.3666,70000,334475,99996,0,
571.2294,21000,63125,99996,100000,
1172.1951,39000,40000,850,0,
1657.6981,50000,126100,99996,0,
1124.0358,39000,128625,99996,0,
381.2091,1000,99325,99996,0,
1441.5365,29000,65300,1600,0,
3859.7931,10000,65275,350,0,
324.4277,10500,48325,700,0,
364.4729,34000,33575,99996,0,
2081.6373,17500,26625,99996,0,
462.9863,999996,600,99996,0,
298.0509,999996,14000,99996,0,
641.0245,2400,16950,300,0,
707.5614,1300,37075,99996,0,
726.7852,95000,89650,99996,700000,
974.6913,2000,58775,575,0,
1537.7644,10500,131300,99996,0,
530.7309,26000,71825,1800,0,
1203.1598,4750,81950,99996,0,
355.8985,12000,36600,99996,0,
347.771,95000,146750,99996,0,
2630.7241,12500,94975,850,0,
890.2347,62500,142625,99996,0,
1034.7464,999996,30225,99996,0,
25.2229,475,38325,99996,0,
1919.5752,29000,93275,99996,0,
459.1738,24000,33000,99996,0,
915.642,5500,87625,1200,0,
1088.9522,15500,73575,99996,42000,
2465.3015,999996,19125,99996,25000,
1309.9745,5750,178425,99996,0,
383.4357,15000,164525,1550,0,
2449.6414,9500,54475,425,0,
880.2986,26000,105775,99996,0,
620.1669,10000,59925,99996,0,
946.4865,15500,37500,99996,0,
2112.1419,1000,3675,99996,0,
1426.3359,3000,19000,99996,0,
1925.5128,25000,53450,450,0,
2268.3522,27000,65000,99996,0,
652.8799,10500,51575,99996,0,
1862.9833,2000,76550,99996,0,
1897.8335,9500,94075,99996,0,
326.3105,8500,61250,550,0,
871.7313,29000,154675,450,0,
624.4735,950,27750,99996,0,
1867.722,2900,33450,99996,0,
972.1067,7000,17625,99996,0,
881.5191,30000,104150,99996,0,
606.6215,33000,136825,675,0,
404.9083,50000,39500,99996,0,
1102.9212,31000,71850,99996,0,
839.6336,10000,77675,225,0,
433.4775,999996,18000,99996,0,
887.2239,52500,145700,700,0,
877.4817,20000,263225,99996,0,
1374.3564,26000,46725,175,14000,
785.8954,7250,99900,725,0,
903.7865,33000,87750,99996,0,
1941.3683,22000,77825,99996,0,
523.7243,72500,97800,99996,0,
616.2351,25000,105625,750,25000,
1835.4406,13000,65425,500,0,
1804.5101,10000,53650,525,0,
540.0172,2500,24475,99996,0,
677.3524,5500,116200,1200,0,
494.105,10000,65550,300,0,
1119.2762,20000,475,99996,0,
1484.6683,15000,89975,2300,0,
389.7848,24000,67225,99996,600000,
1162.2739,26000,106000,400,0,
389.1775,10500,81100,99996,0,
1355.3637,29000,63100,99996,52500,
472.3314,5000,98425,500,0,
1769.1698,13500,61725,99996,0,
602.8362,100000,170225,99996,0,
2862.2885,999996,38950,99996,0,
2326.7966,7750,1750,200,0,
549.3093,28000,281000,99996,0,
1528.3512,5000,45300,99996,0,
450.86,500,14500,99996,0,
733.9605,999996,47050,99996,0,
270.9929,3000,59600,825,0,
492.7164,47500,477700,99996,0,
2052.3377,20000,70175,99996,0,
532.0379,29000,109275,850,0,
1459.6311,9500,110100,99996,0,
350.0049,15000,88475,99996,0,
770.4288,70000,282750,1100,0,
12123.8409,7250,725,99996,0,
1574.0218,40000,124575,550,0,
2182.8563,5000,115825,925,0,
1384.5689,8000,72875,99996,0,
2220.9827,5000,16000,99996,0,
820.3558,5500,65375,875,0,
1999.9317,67500,12700,725,0,
1628.8199,999996,12500,99996,0,
401.6203,29000,82575,99996,400000,
7270.4559,400,31225,99996,0,
933.5727,27000,44750,99996,39000,
743.5521,20000,36000,99996,0,
372.0352,7000,19375,99996,0,
993.3847,41000,203425,1050,0,
718.4271,18500,177775,1250,0,
186.6983,62500,217100,400,0,
1167.6599,17500,129375,99996,0,
451.7511,19000,510875,99996,0,
1583.3559,7500,81425,99996,0,
1213.4064,24000,53500,99996,0,
2050.388,7750,49500,99996,0,
1442.4448,25000,35800,99996,0,
1414.3963,26000,53250,225,0,
1736.1928,6000,48300,2100,0,
456.4651,2900,31400,99996,19000,
783.0671,3000,28000,99996,0,
946.8709,25000,43675,1300,0,
333.1509,999996,30000,99996,0,
2683.1041,26000,167750,200,0,
513.5497,39000,61250,99996,82500,
995.8818,999996,17500,99996,0,
669.7424,47000,57375,175,0,
419.7856,60000,111025,99996,0,
1031.9101,3000,34700,400,0,
623.796,50000,62475,99996,0,
1173.3822,47500,85800,675,0,
1957.2733,15500,33800,99996,0,
1566.8525,14500,107700,250,0,
723.4511,19000,55125,99996,0,
527.6157,70000,64750,99996,0,
2946.1344,5000,30975,99996,0,
1890.5214,5000,8550,99996,0,
1917.1607,3000,76375,200,0,
3570.1087,34000,80525,1450,0,
384.6259,10000,68025,525,0,
942.8152,6500,52150,99996,5000,
1240.1692,5000,70875,99996,75000,
3200.8793,5000,33975,99996,0,
326.165,41000,223325,875,0,
658.6592,75000,208425,99996,0,
1219.9685,250000,147100,375,0,
327.9786,26000,78625,99996,0,
3564.3034,15000,75050,275,0,
1477.0196,15000,59900,575,0,
314.6479,6000,22000,99996,0,
341.0964,4100,36550,99996,1250,
2771.4397,15000,67475,99996,0,
1822.7888,15000,42575,275,0,
494.3834,31000,155075,99996,0,
86.9402,36000,1535750,99996,0,
377.9819,5000,100100,99996,0,
1135.3962,20000,153400,950,0,
1085.6749,775,55975,99996,80000,
398.1771,50000,150400,99996,0,
1691.5951,22000,170925,375,0,
571.686,190000,208650,99996,31000,
1303.7218,3100,87050,99996,0,
2071.8015,10000,73275,1200,0,
513.9361,21000,37625,99996,0,
470.206,30000,136625,750,0,
423.8269,999996,24425,99996,24000,
2701.1019,999996,30450,99996,0,
1393.1387,21000,14500,99996,0,
521.9853,75000,357350,99996,0,
1587.5836,20000,43325,99996,0,
2013.1395,13500,104175,99996,0,
785.5797,15000,82025,550,0,
2486.431,15000,51825,99996,0,
455.9748,3500,53950,99996,70000,
637.0934,10000,68775,99996,0,
980.3418,18000,105725,775,0,
948.6056,41000,23400,99996,0,
3200.5282,31000,19575,1600,0,
826.8217,50000,96500,1450,0,
2034.1066,37000,72325,200,0,
727.4364,8000,63400,200,0,
564.3392,42000,16875,99996,0,
310.5275,34000,85350,1100,0,
1889.7342,5750,35225,99996,0,
1895.3102,1000,47875,400,0,
1385.8848,39000,146925,99996,0,
821.0821,3800,100900,99996,0,
1171.051,19000,94000,99996,0,
3449.2223,8250,51800,99996,0,
97.0516,30000,154400,99996,155000,
1795.0241,950,53875,99996,0,
1756.4866,999996,32500,99996,0,
942.918,2000,13500,99996,0,
2486.5438,9500,146125,1150,0,
1129.3131,999996,33350,99996,0,
1011.6852,9500,85525,99996,0,
651.9424,60000,137850,99996,600000,
1651.0588,75000,148375,750,0,
1556.1554,26000,-12025,99996,0,
265.4333,10000,77250,99996,0,
1273.2745,20000,41000,99996,0,
1353.5988,6000,31500,250,0,
647.9262,25000,51975,275,0,
594.2164,90000,226125,2400,0,
622.4709,950,44125,700,0,
1844.7031,12000,101850,425,0,
354.0983,20000,23400,99996,14500,
1273.8081,13500,73250,99996,0,
1425.6128,34000,66625,99996,0,
1853.6088,999996,57075,99996,0,
930.2046,10000,80100,200,0,
613.4226,15000,152950,800,0,
1983.0188,30000,27500,575,0,
2352.8592,47500,124625,99996,82500,
462.1882,67500,75525,99996,0,
929.7069,15000,59700,99996,0,
1802.6472,19000,52100,99996,0,
1434.2196,45000,141125,800,0,
936.0273,2100,16250,99996,0,
176.0599,15000,94400,275,0,
570.3501,4000,80175,575,0,
1890.5214,2500,38225,99996,0,
738.9799,35000,122150,1150,0,
965.9879,8250,72175,2100,0,
1612.3509,30000,74775,425,0,
14.8897,999996,32000,99996,0,
2026.8943,25000,107450,2200,0,
780.3789,8750,22600,550,0,
913.1344,5250,61300,600,0,
2638.5192,5750,76850,99996,0,
1975.8441,6000,26700,99996,0,
514.8955,1500,104875,650,0,
3724.9505,6000,39000,99996,0,
675.3094,115000,83750,3400,0,
1359.5118,999996,16050,99996,0,
259.2157,33000,255000,99996,0,
987.124,25000,87425,350,0,
581.0139,46000,732300,3300,0,
2020.8693,13500,99575,99996,0,
1819.5912,15000,52375,475,0,
614.6993,37000,53600,99996,0,
1902.93,1900,111250,525,47500,
369.7594,999996,500,99996,0,
392.9642,41000,43600,99996,11000,
1195.4396,15500,29750,99996,0,
1047.217,10000,64900,99996,0,
700.8428,21000,96000,99996,0,
1402.1694,67500,138600,575,0,
318.3937,5000,39725,99996,46000,
320.015,30000,204725,375,0,
439.703,999996,18500,99996,0,
736.9507,10500,13750,99996,0,
2663.1339,7250,120050,99996,0,
2267.924,15500,53475,99996,0,
985.7368,29000,65650,500,0,
2103.6681,33000,90000,825,0,
2051.8888,19000,124875,500,0,
883.686,999996,102075,99996,0,
520.8539,20000,40700,99996,230000,
620.7337,10500,71525,1250,0,
134.647,50000,75650,99996,0,
1612.2717,24000,91425,225,0,
1162.5897,999996,13550,99996,29000,
818.6114,24000,125975,550,0,
747.7909,2400,40150,99996,0,
4410.9378,2000,68775,99996,0,
114.4437,37000,80075,99996,0,
326.6055,950,28050,99996,0,
1122.6392,15000,101725,1850,0,
644.2107,5000,113425,99996,0,
818.0597,125000,85700,99996,0,
701.3163,10500,17750,99996,0,
626.482,27000,150750,1650,0,
1676.6254,2000,57100,99996,0,
684.4378,999996,28000,99996,0,
7106.8044,2900,93575,99996,0,
1978.2187,999996,20250,99996,0,
1613.4505,25000,129250,125,0,
558.0231,999996,39950,225,0,
1937.5333,29000,63225,99996,0,
462.6005,16000,48000,575,0,
420.9964,575,14900,99996,0,
888.5017,1000,15400,99996,0,
1093.1206,450,35050,1100,0,
1244.8569,3600,56050,99996,0,
401.7339,999996,22000,99996,0,
1831.0507,31000,80325,1050,0,
1360.093,82500,70600,575,0,
712.7949,14000,93175,99996,0,
912.659,17500,95950,650,0,
1779.4299,16500,7550,99996,0,
1189.4722,999996,23475,99996,0,
1129.5853,13000,45500,99996,0,
883.1259,7250,61800,675,0,
505.1929,25000,126675,1200,0,
558.3686,10500,53525,99996,0,
3068.0176,33000,134525,675,0,
406.2598,20000,91400,675,220000,
343.0263,25000,82750,275,0,
1034.9005,21000,45150,99996,0,
2271.992,1050,54000,99996,0,
422.9485,999996,50325,99996,10000,
319.2141,10000,126050,99996,390000,
781.7162,4000,86550,99996,0,
436.1207,6000,14500,99996,0,
142.608,48000,70000,600,0,
2638.1173,20000,77350,350,0,
359.5868,999996,22475,99996,0,
2074.746,5000,79725,99996,0,
1327.4712,24000,39025,99996,18000,
909.5338,5250,30000,99996,0,
1055.1447,4750,116350,99996,24000,
890.6816,12000,56750,99996,0,
860.2166,999996,15000,99996,0,
406.1976,999996,18500,99996,0,
229.9429,999996,37975,99996,0,
766.0478,17500,62275,99996,0,
771.335,1500,83775,99996,0,
1036.1831,52500,129200,1400,0,
668.6776,7500,77225,575,0,
903.2333,999996,7500,99996,0,
249.8451,999996,8250,99996,0,
636.2597,40000,151400,1100,0,
780.4803,7750,57300,99996,0,
3427.2361,50000,78450,1550,0,
831.9815,12000,88625,1500,0,
357.6778,999996,49000,99996,0,
174.9179,39000,163050,99996,0,
390.6489,52500,1037450,99996,0,
1010.6493,340000,93150,99996,9500,
966.3496,23000,45550,99996,0,
302.6998,15000,100525,99996,0,
1034.7012,2000,21500,99996,0,
1036.1439,36000,140800,750,0,
877.1386,8750,30500,99996,0,
1115.6742,2000,37000,99996,0,
1415.6788,10500,33700,99996,875,
3707.9259,11500,13300,99996,0,
828.6743,41000,71350,99996,0,
1023.5491,25000,45325,99996,230000,
400.9508,999996,27625,99996,0,
334.0653,19000,194525,350,0,
1899.6135,19000,28500,800,0,
770.1577,5000,45775,99996,0,
931.0584,20000,183000,99996,0,
998.7807,17500,55600,550,300000,
425.0665,7000,21575,99996,0,
865.7286,52500,154000,3300,0,
1015.0051,12500,34375,99996,10000,
414.2876,47500,159975,99996,0,
1044.5055,775,51500,99996,0,
823.8285,3000,60300,175,0,
1015.9183,31000,70700,99996,190000,
2837.7761,90000,20000,99996,0,
982.1094,47500,62925,900,0,
1614.0801,12000,82875,99996,0,
778.2402,999996,40500,99996,0,
324.4277,1450,258750,99996,105000,
2228.7454,10000,43550,550,0,
1043.039,12000,11500,99996,0,
1467.0407,14500,142650,99996,0,
2748.0655,999996,27850,99996,1500,
477.0071,19000,39200,99996,0,
548.2665,4400,45275,2000,0,
665.5823,9500,37400,300,0,
660.6059,6000,21975,99996,0,
1127.603,41000,125125,850,0,
882.2849,20000,53525,625,0,
996.9035,52500,153225,99996,0,
812.4438,10500,70725,99996,0,
206.2508,5750,86075,350,0,
1542.8649,6750,65475,1150,0,
1370.1831,40000,147300,1450,0,
10,20000,56075,99996,0,
1110.9087,5250,87975,99996,80000,
350.7337,95000,343625,99996,0,
1251.3949,32000,99850,99996,0,
1645.0351,11500,139150,1200,0,
485.3079,14500,132925,99996,90000,
662.9414,8000,51725,99996,0,
756.8194,6750,32450,99996,0,
381.2473,50000,84375,1100,0,
551.1062,27000,42575,99996,0,
1512.6849,999996,58100,1350,0,
964.5165,999996,23000,99996,0,
2663.5778,999996,21025,99996,0,
1319.0023,31000,165375,775,0,
1611.9527,7500,79025,450,0,
1288.9455,97500,23950,99996,0,
703.1292,10000,121700,99996,0,
439.2674,4000,63050,325,0,
1365.5999,900,43025,99996,0,
970.7892,8500,84475,825,0,
2274.4402,3400,58325,1650,0,
7796.3811,4000,29125,99996,0,
1240.2444,62500,271125,725,0,
1691.1699,2000,33325,99996,36000,
964.5772,42000,148400,99996,0,
642.6621,10500,103550,99996,0,
611.8703,40000,65325,99996,0,
348.1908,52500,266775,475,0,
1619.8522,2600,59175,99996,0,
792.0484,4500,49375,99996,0,
505.2147,18000,112825,99996,750000,
2023.4392,10000,35000,99996,0,
1434.512,28000,481225,450,0,
1062.0741,2900,20000,99996,0,
350.1385,5250,20700,99996,0,
513.9506,30000,48825,99996,0,
1600.4627,50000,181850,99996,0,
959.728,999996,77575,99996,0,
738.553,5000,45400,99996,0,
828.7065,25000,179950,99996,0,
692.9512,11000,67875,1300,0,
639.9384,46000,63175,1400,0,
3061.4675,6500,39025,300,0,
509.4701,33000,80950,850,0,
7644.6258,21000,15275,99996,0,
1382.6729,15500,26500,475,0,
3751.0967,999996,30725,99996,0,
347.9059,999996,4000,99996,0,
859.4493,10000,40000,99996,0,
396.9636,44000,50025,99996,0,
387.8605,999996,22500,99996,0,
605.0634,50000,51200,99996,800000,
1778.1955,9500,33225,150,0,
1857.6369,14500,47400,99996,0,
758.4842,82500,301225,2900,0,
1634.7213,14500,166125,99996,0,
351.1059,41000,148750,99996,0,
1226.8449,11500,66600,300,0,
149.7785,31000,440800,900,0,
352.6952,35000,60775,99996,0,
862.328,77500,53325,99996,26000,
952.3503,20000,98125,1350,0,
999.8919,30000,138450,99996,0,
1931.87,2600,41075,525,0,
732.3694,999996,37100,99996,0,
871.9078,10000,62325,99996,57500,
439.7285,999996,44225,99996,0,
1068.2259,4750,42125,125,0,
706.5342,10500,120150,99996,0,
807.7909,34000,41425,575,0,
1082.653,7250,36375,275,0,
670.949,48000,46575,525,0,
1162.2089,10000,18900,725,0,
572.4497,4750,33250,99996,0,
760.1027,7750,37000,99996,0,
1487.6173,10500,73675,700,0,
1620.3157,999996,32075,99996,0,
450.4764,16500,40800,13500,0,
2689.6257,15500,29000,99996,0,
836.6572,11500,128375,99996,0,
1686.2996,41000,148475,99996,0,
5138.7031,9500,106075,99996,0,
1099.8259,40000,27125,375,0,
1310.7813,999996,8750,99996,0,
869.2102,5250,52475,99996,0,
362.3795,23000,18500,99996,0,
674.1496,1500,97025,99996,0,
660.2636,999996,16500,99996,0,
514.3917,42000,127600,99996,0,
338.9015,40000,25050,99996,0,
859.1487,49000,111400,99996,0,
422.0751,5000,30000,225,0,
355.1245,7250,32650,99996,0,
1676.6254,31000,52325,250,0,
2041.0006,52500,122175,825,0,
122.0436,5000,30925,99996,42000,
876.4785,25000,100875,99996,0,
893.9186,24000,56925,99996,0,
1699.9464,4750,32850,99996,1050,
1309.6676,25000,166000,99996,23000,
2532.783,70000,104000,475,0,
1401.6871,30000,166875,1200,0,
228.6677,26000,78100,900,0,
919.1576,47500,30700,99996,0,
1133.0954,999996,18475,99996,0,
584.4726,29000,844950,99996,0,
26.3404,21000,128900,1400,0,
797.766,999996,23200,99996,0,
280.3482,12000,51950,99996,0,
3001.952,52500,197525,2100,0,
470.9481,6250,32950,99996,0,
3074.3457,30000,112150,99996,0,
344.9434,14500,237300,99996,0,
2362.6781,30000,61775,99996,0,
2426.5537,999996,325,99996,0,
2732.779,27000,60625,99996,0,
555.1529,170000,321875,99996,0,
833.129,31000,77975,250,0,
753.4935,5000,126625,600,0,
314.5152,24000,92375,99996,0,
1713.6139,8000,21300,99996,0,
2853.9434,15000,47775,900,0,
492.0971,18000,57075,1350,0,
1368.002,37000,129300,99996,80000,
406.2598,22000,112200,99996,775000,
447.2106,57500,98700,99996,0,
1121.9504,70000,208675,1150,0,
338.4346,15000,30025,99996,0,
1876.841,41000,151725,675,0,
1300.4259,26000,102550,99996,0,
1108.249,3000,16675,99996,240000,
1582.9433,31000,165950,625,0,
1236.3569,30000,85825,99996,0,
2959.8544,41000,97450,525,0,
733.7771,13000,43450,99996,0,
1468.8186,30000,66775,99996,0,
813.5489,21000,71825,1450,0,
512.4411,37000,73125,99996,0,
871.3087,999996,24000,99996,0,
3019.5161,999996,45475,99996,0,
1686.6423,52500,34850,99996,92500,
979.9594,31000,103350,575,0,
549.853,24000,40500,99996,0,
1078.4508,23000,60850,99996,0,
1872.7861,16000,73250,525,0,
5514.4916,450,29275,99996,0,
610.1159,6500,72750,99996,0,
609.6119,5000,33350,99996,70000,
1686.6423,999996,11800,99996,0,
1420.1102,40000,183725,99996,0,
445.6001,25000,79525,99996,100000,
156.0152,30000,44100,99996,0,
1840.1222,5000,48925,1250,0,
1344.2545,5000,47400,99996,0,
80.3538,40000,70425,650,0,
1056.5327,2200,37075,525,0,
971.5165,14000,42950,99996,31000,
723.4511,20000,44500,300,36000,
2351.9723,4750,39050,99996,0,
538.9709,20000,39150,650,0,
866.3085,4750,136550,1900,0,
731.2457,47500,110025,99996,0,
127.957,44000,41550,99996,0,
1234.2784,30000,61450,175,0,
556.0828,4750,30075,425,0,
1068.3407,190000,50500,99996,0,
405.1313,17500,327475,99996,10500,
2672.4222,19000,104375,725,0,
746.573,999996,24775,99996,0,
1581.4021,5750,500,99996,0,
292.4176,10500,184625,1350,0,
1063.2547,15000,94975,1000,0,
639.8553,30000,125575,2100,0,
2522.969,4000,58850,2900,0,
753.7696,36000,80575,99996,0,
413.1306,10000,51825,99996,0,
1764.6037,999996,24325,99996,0,
1697.63,5000,10750,99996,0,
2779.1855,43000,174450,1400,0,
1565.3763,2000,38375,99996,0,
2218.7573,10000,61200,1300,0,
1464.8081,12000,40500,99996,0,
712.9522,14500,101275,99996,0,
2581.3852,999996,22400,99996,0,
963.2198,5000,82500,625,0,
3177.1917,999996,81025,1000,0,
1259.6795,999996,31650,99996,0,
2888.9147,16000,70600,99996,0,
467.1323,22000,61775,99996,87500,
687.142,11000,56125,99996,0,
329.9661,1500,31100,99996,0,
1387.7353,62500,66475,99996,300000,
3042.2244,999996,25000,99996,0,
4117.2039,52500,73450,750,0,
591.0317,5000,27000,99996,0,
611.0125,18500,98800,99996,0,
1180.1379,40000,71525,99996,0,
1459.0192,15500,164425,500,0,
1633.0969,15500,95550,99996,0,
3117.2385,9250,42325,99996,0,
327.4553,55000,92650,625,0,
2047.9903,8000,81125,99996,0,
1628.101,19000,74800,2400,0,
723.4511,20000,55600,99996,130000,
2048.8282,6000,40100,99996,0,
426.966,999996,39075,99996,0,
933.804,62500,60400,99996,0,
2660.4602,999996,12575,99996,0,
3020.0788,21000,101850,99996,0,
625.3565,15000,28375,99996,0,
1675.907,46000,96200,575,0,
2177.6456,8000,115275,675,0,
1136.1472,14000,186825,750,0,
1745.0176,2900,38150,99996,0,
350.3925,60000,41200,99996,24000,
5501.2321,475,5800,99996,0,
1182.692,1000,10500,99996,0,
1213.9107,17500,83200,99996,0,
1291.3485,10000,99600,700,0,
461.6183,4500,47800,99996,0,
