PATTCRLM,PDWTYP,PEFATINC,PFSZ1824,PFSZ2544,PFSZ4564,PFSZ65UP,PPVRES,PWARRIF,PWNETWPG,
31000,1,105750,2,1,1,2,48,0,124000,
21000,2,36075,2,2,1,2,47,0,1109250,
16500,1,196450,2,2,2,1,35,0,632000,
999996,1,34825,2,2,1,1,13,0,129400,
15000,9,58400,2,2,1,2,13,0,279751,
80000,2,112700,1,1,1,2,24,0,233350,
67500,1,120650,1,1,1,2,35,0,1037500,
10000,3,13525,2,1,2,1,35,0,726750,
35000,1,85050,1,2,1,2,48,0,478000,
10000,1,47575,2,2,1,2,24,0,374000,
12500,9,39150,2,1,2,2,12,0,-14850,
4000,1,12450,2,2,2,1,46,0,401000,
13500,1,51650,2,2,1,2,35,0,1137000,
20000,2,39525,2,2,1,2,24,0,668975,
15000,1,26800,9,9,9,9,10,0,541500,
19000,1,168825,2,1,1,2,48,0,1905701,
50000,1,64075,2,2,2,1,24,29000,1596500,
95000,1,28675,2,2,1,2,59,0,4700000,
1550,2,31725,2,2,2,1,47,0,32000,
49000,1,235475,1,1,1,1,59,0,1417900,
14500,3,75650,2,2,2,1,35,330000,1226000,
999996,3,47100,2,1,1,2,35,0,41875,
8000,1,204050,9,9,9,9,59,0,3268600,
19000,1,63500,2,2,2,1,24,0,651000,
22000,3,43725,2,1,2,2,46,0,44400,
3300,1,50125,1,2,2,2,24,0,4930,
41000,1,56425,2,2,1,2,35,0,1668000,
23000,2,43025,1,1,2,2,46,0,333500,
40000,1,161900,1,1,1,2,48,0,581500,
20000,3,84250,2,1,2,2,35,0,88500,
999996,1,525,2,1,2,2,47,0,-21997,
5000,3,26475,2,1,2,2,46,0,44550,
4000,2,79725,2,1,2,2,48,0,97200,
20000,1,85975,2,1,2,2,10,0,181275,
10000,3,38500,2,1,2,2,48,0,139150,
34000,2,45000,2,2,2,1,59,0,778500,
6000,3,19000,2,2,2,1,13,0,5700,
46000,1,141175,1,2,1,2,24,0,619475,
999996,1,18000,2,2,2,1,10,0,288575,
500,2,4000,2,2,1,2,35,0,955,
11500,1,33225,2,2,1,1,48,0,210350,
14000,2,24000,2,1,2,2,59,0,550,
36000,3,40025,2,1,2,2,35,0,-300,
999996,1,34650,2,1,2,2,12,0,3925,
24000,1,183975,2,2,1,2,47,0,2228150,
20000,1,91975,2,2,1,2,35,0,449675,
10000,2,43975,2,2,2,1,35,80000,643975,
15500,1,57325,2,2,1,2,24,0,497576,
5000,1,87475,2,1,1,2,35,0,1048000,
20000,1,252775,2,2,1,2,35,0,1511500,
10000,1,152525,1,1,2,2,47,0,1058000,
21000,2,96600,2,1,1,1,59,0,560500,
6500,1,35475,2,1,2,2,59,0,-14150,
999996,1,33000,2,2,1,1,35,0,3510,
40000,3,170675,2,2,2,1,46,200000,2737500,
1300,1,40375,2,1,2,2,24,0,86600,
230000,3,722175,9,9,9,9,35,47500,4676600,
26000,1,27100,2,2,1,2,35,0,75375,
15000,1,81500,1,2,1,2,48,0,386000,
1100,1,44000,2,2,2,1,48,0,85505,
15500,1,71525,2,2,1,2,35,0,394250,
110000,1,103400,2,2,1,1,24,0,1671251,
999996,1,35375,2,2,2,1,24,25000,608500,
14500,3,18575,2,2,2,1,47,0,78800,
20000,2,50650,2,2,1,2,24,0,26400,
12000,1,66275,2,2,1,2,35,0,49950,
30000,3,87325,2,1,2,2,59,0,153900,
15000,1,115925,2,1,1,2,48,0,649501,
17500,1,115225,2,2,1,2,47,0,1912001,
999996,3,56650,1,2,1,2,24,0,5450,
3500,1,141650,1,2,1,2,35,0,735850,
3500,1,26175,9,9,9,9,12,0,2798600,
14500,1,77200,2,2,1,2,35,0,99700,
19000,1,98800,2,2,1,1,35,1450,2479950,
9500,1,26000,2,2,1,2,59,0,1288500,
3900,1,46300,2,2,1,2,13,0,198700,
17500,1,71325,2,2,2,1,48,0,1044000,
7500,1,104475,2,1,2,2,59,0,276000,
57500,1,108025,2,1,1,2,59,0,3957500,
999996,1,88350,2,2,1,2,35,0,316550,
62500,1,156650,2,2,1,2,47,0,4372500,
1700,1,29275,2,2,2,1,35,0,435000,
14500,3,85600,2,1,2,2,46,0,170880,
999996,3,34725,2,2,2,1,48,65000,556950,
9000,1,15950,2,2,2,1,35,100000,1017550,
40000,2,119325,1,1,1,2,35,0,741800,
29000,1,131000,2,1,2,2,24,0,559000,
999996,9,51075,2,2,2,1,48,0,225,
4100,1,100275,2,2,1,2,35,0,528600,
15500,3,45200,2,1,1,2,24,0,304650,
50000,1,45675,2,2,2,1,48,0,302350,
15500,1,57575,2,2,2,1,24,475,704475,
1900,2,46125,2,1,1,2,59,0,22975,
20000,2,44775,2,2,1,2,24,20000,779750,
19000,1,78425,2,2,1,2,59,0,649100,
34000,3,78625,2,2,1,1,59,210000,1067151,
12000,1,42850,2,2,1,2,24,0,673250,
999996,1,22050,2,2,1,2,48,0,183100,
4750,3,27000,2,1,1,2,35,0,-18315,
7750,3,45500,2,1,2,2,48,0,83350,
6000,1,72200,2,2,1,1,46,0,1439750,
19000,1,87175,2,2,1,2,10,0,213500,
999996,2,8400,2,1,2,2,24,0,5800,
1000,2,22175,2,1,2,2,59,0,18850,
5250,3,41600,2,2,2,1,59,0,239500,
40000,1,178225,9,9,9,9,48,0,1095560,
7750,2,14500,2,1,2,2,10,0,-275,
12500,1,37000,2,1,1,2,35,0,48500,
12000,1,75525,2,2,2,1,13,0,278550,
8250,1,94425,2,2,1,2,35,35000,713500,
11500,1,62950,2,2,1,1,48,0,2675000,
10000,1,40500,2,2,1,2,13,0,356210,
35000,1,91075,2,2,2,1,48,0,481000,
10500,1,172700,2,2,1,2,48,0,1028750,
50000,1,70800,2,1,1,2,59,0,503500,
7500,1,64075,2,2,2,1,47,70000,507000,
10500,1,140175,2,1,2,2,35,0,871550,
19000,1,89600,2,1,2,2,47,0,127450,
20000,1,102275,2,2,1,2,59,0,1829291,
999996,3,17000,2,2,2,1,59,0,161750,
1000,3,47275,2,1,2,2,35,0,87050,
46000,1,94375,2,2,1,2,35,0,621850,
47500,1,100550,2,2,2,1,24,0,675750,
999996,1,24575,2,1,2,2,47,0,288000,
12000,3,43725,1,2,2,1,59,0,658950,
999996,3,1925,1,2,2,2,59,0,23750,
39000,1,40625,2,2,1,2,10,125000,1070900,
999996,3,23625,1,2,2,2,24,0,7185,
999996,1,7500,2,1,2,2,12,0,160,
95000,1,109625,1,2,1,1,35,0,5748500,
10000,1,76950,2,2,1,2,59,0,458130,
10000,3,108600,2,1,2,2,35,0,268250,
15500,1,20700,2,2,1,2,59,0,26376,
9500,1,43600,2,2,2,1,48,0,506250,
1450,3,13950,2,1,2,2,46,0,-1025,
46000,2,40525,2,2,2,1,48,0,520375,
3000,1,34050,1,2,2,2,35,0,-3000,
3100,1,119400,2,1,2,2,48,0,128400,
50000,1,139500,1,1,1,2,35,0,1508000,
30000,1,55275,2,2,2,1,59,0,564501,
33000,1,137350,2,1,2,2,59,0,391900,
30000,1,110525,2,2,1,2,48,0,4179508,
17000,3,34800,2,2,2,1,48,145000,512825,
999996,2,18650,2,2,2,1,35,0,290000,
43000,3,54650,2,2,2,1,24,26000,738500,
23000,1,113375,2,1,1,2,35,0,1040250,
50000,1,90400,2,2,2,1,35,0,3000300,
19000,1,122875,2,1,2,2,13,0,498225,
5000,3,23375,2,2,2,1,48,50000,520500,
1500,1,27200,2,1,2,2,13,0,3675,
10000,2,19925,2,2,2,1,35,10000,203000,
18000,1,61200,9,9,9,9,11,0,3148000,
10000,1,77075,2,2,1,1,24,0,651150,
19000,1,113275,2,1,2,2,46,0,336400,
10000,3,53700,2,1,2,2,48,0,36450,
15500,3,33775,2,2,1,2,46,0,547475,
500,1,18000,2,2,2,1,24,0,239000,
999996,3,45600,1,1,2,2,35,0,66950,
45000,3,54500,2,2,2,1,35,0,143500,
14500,9,21850,2,2,2,1,47,0,811500,
10000,2,28300,1,1,2,2,59,0,464300,
10500,1,177750,1,2,1,2,35,77500,2769500,
999996,3,32825,2,1,2,2,24,0,2350,
15500,1,140900,2,1,2,2,35,0,1868500,
14000,1,39275,9,9,9,9,13,0,583250,
10000,1,87625,2,2,1,2,48,0,761700,
17000,1,102525,2,2,2,1,47,50000,1587500,
24000,1,44500,2,2,2,1,48,4000,870000,
5000,1,80725,2,2,2,1,35,775000,4742500,
41000,2,79700,2,1,1,2,35,0,418550,
24000,1,108525,2,1,2,2,35,0,673600,
25000,1,130200,1,1,1,2,24,0,676700,
15500,1,32575,2,2,1,2,12,0,333350,
15000,2,44725,2,1,1,2,35,0,382200,
72500,3,127225,2,2,1,1,35,0,2980000,
10500,3,28050,2,2,2,1,59,0,257950,
2900,2,24250,1,2,1,2,35,0,80455,
57500,1,141000,2,1,2,2,11,0,716000,
29000,1,1623925,9,9,9,9,47,115000,3169000,
2500,1,128300,2,1,2,2,47,0,81975,
33000,1,136950,1,1,1,2,48,0,543750,
15000,1,65225,2,2,1,2,10,0,326300,
999996,1,19400,2,2,2,1,59,0,865000,
30000,1,57275,2,2,1,2,48,0,448751,
4750,1,164325,9,9,9,9,12,0,635950,
39000,2,75175,2,1,1,2,24,0,957425,
999996,3,24100,2,1,2,2,24,0,7500,
57500,1,19200,9,9,9,9,47,0,2745775,
2800,3,18000,2,2,2,1,46,0,270,
15000,3,70150,2,2,2,1,24,115000,1156750,
5000,1,29675,2,2,1,2,59,0,589025,
15000,2,77525,2,2,1,2,48,0,103750,
39000,2,62300,2,2,1,2,59,0,757225,
67500,9,197325,2,2,1,2,46,0,3029500,
11500,1,38900,2,2,1,1,10,1500,553450,
30000,1,22375,2,2,1,1,48,0,973400,
17000,1,76675,2,2,1,2,48,0,1478501,
999996,2,49750,2,1,2,2,35,0,58475,
999996,3,775,2,1,2,2,24,0,10275,
47000,1,101250,1,1,1,2,24,0,1122000,
50000,1,147675,1,2,1,2,47,0,1828550,
47500,1,1118850,9,9,9,9,46,0,8582775,
35000,2,49450,2,1,2,2,48,0,199700,
21000,3,109600,2,1,2,2,24,0,117250,
999996,3,27475,2,2,2,1,48,0,163350,
60000,1,103275,2,2,1,2,46,0,2967500,
110000,1,254475,1,2,1,2,35,0,1919001,
52500,1,137875,2,2,1,1,35,0,205175,
10500,1,84350,2,2,1,2,35,0,1201350,
72500,1,120725,2,2,2,1,59,0,2061250,
4000,1,28500,2,1,2,2,12,0,18501,
14000,1,94525,2,1,2,2,46,0,92300,
1550,3,20575,1,2,2,2,59,0,6920,
10000,1,44550,2,2,2,1,59,0,2730750,
999996,2,20500,2,2,2,1,47,0,69350,
50000,1,50125,2,2,2,1,11,0,425975,
15000,1,110475,2,2,1,2,35,0,945500,
50000,3,171325,2,2,1,2,24,0,1955401,
999996,3,26100,2,2,2,1,35,0,430004,
16000,1,101350,2,1,2,2,35,0,4170,
10500,3,100700,2,1,1,1,35,0,287064,
50000,1,228675,2,1,1,1,59,21000,3494500,
425,2,54150,1,1,2,2,59,0,-2925,
32000,2,33150,2,1,2,2,35,0,2500,
20000,2,41800,2,2,2,1,35,0,1194500,
999996,1,12550,2,1,2,2,47,0,950,
15000,1,38000,2,2,1,2,13,0,140475,
13500,3,29625,2,1,2,2,47,0,92600,
10500,1,30000,2,2,1,2,12,0,113275,
18500,1,83275,2,2,1,1,35,0,434250,
17500,1,79550,2,2,1,2,59,0,1531500,
5000,1,144175,2,1,2,2,24,0,716750,
10000,2,50775,2,2,2,1,35,90000,1047500,
999996,3,19500,2,2,1,2,24,0,-26715,
18000,1,110875,2,1,2,2,46,0,610750,
21000,3,50900,2,2,1,2,12,0,328675,
28000,1,111600,2,2,1,2,24,0,923500,
999996,3,25575,2,2,2,1,35,0,260951,
2100,1,44625,2,2,1,2,12,0,827100,
8000,3,47725,2,2,2,1,24,35000,534500,
25000,1,41775,2,2,1,2,47,0,666350,
10000,2,85900,1,2,1,2,46,0,412000,
26000,3,53500,2,2,1,1,35,0,207050,
20000,1,71475,2,2,2,1,59,380000,2639000,
1150,3,43050,1,2,2,2,24,0,2450,
13000,3,22075,2,1,2,2,59,0,98850,
41000,1,119225,2,1,2,2,59,0,1107450,
82500,2,57625,2,2,2,1,48,34000,949750,
10500,1,73025,2,2,1,1,59,0,1228000,
999996,1,31000,2,2,2,1,10,0,41150,
19000,1,94925,2,2,2,1,47,92500,1331000,
75000,1,144075,2,2,2,1,48,0,618500,
6250,2,46300,2,2,1,2,35,0,1097000,
21000,1,25000,2,1,2,2,59,0,220150,
1500,1,82325,2,1,2,2,24,0,77400,
31000,1,214975,2,2,1,2,35,0,3403500,
10000,3,44950,2,2,2,1,12,0,285400,
2000,1,32000,2,2,2,1,10,0,271300,
5000,2,11250,2,2,2,1,24,0,243750,
50000,1,46975,2,1,2,1,10,0,310000,
100000,1,102650,2,2,1,2,11,0,1478275,
46000,1,58325,9,9,9,9,47,0,3344000,
1500,3,52875,2,2,1,2,24,0,49800,
35000,2,174250,2,2,1,2,35,0,1680950,
10000,1,183950,1,1,1,2,47,0,232875,
999996,9,42775,1,2,2,2,10,0,3550,
92500,1,202200,2,2,1,1,59,0,1546500,
5000,1,18800,2,1,2,2,59,0,185150,
100000,1,86650,2,1,1,2,59,0,1699000,
40000,1,175800,2,2,1,2,35,0,1445750,
70000,3,262250,9,9,9,9,24,0,1583601,
999996,1,26750,2,2,2,1,35,0,177950,
999996,2,86475,1,1,2,2,24,0,690400,
14000,1,38775,2,2,1,2,35,0,287725,
475,1,55900,2,2,1,2,24,0,115500,
999996,1,31200,2,2,2,1,24,0,24850,
9500,2,67025,1,1,2,2,35,0,128625,
23000,1,80325,2,1,2,2,48,0,108000,
5750,1,56025,2,1,2,2,47,0,201,
18000,1,24225,2,2,1,2,59,0,645000,
6500,1,122575,2,1,2,2,47,0,439300,
999996,2,79900,2,1,1,2,35,0,97025,
14500,1,97800,2,1,2,2,24,0,622500,
6000,1,19500,2,2,2,1,10,0,261000,
2000,3,65225,2,2,2,1,24,0,44050,
40000,3,57500,2,1,2,2,35,0,10950,
19000,1,86550,2,2,1,2,13,0,557000,
4750,2,5050,2,1,2,2,35,0,1,
25000,1,85075,2,2,1,1,12,0,1183250,
150000,1,200300,2,1,1,2,35,0,1448550,
5250,4,38025,2,2,2,1,47,0,125910,
999996,3,17500,2,2,2,1,13,0,1525,
9500,4,53825,2,2,2,1,59,95000,501500,
1000,1,54525,2,1,2,2,13,0,124600,
999996,2,16500,2,2,1,2,12,0,3075,
47500,2,40750,2,2,2,1,59,0,283150,
9500,1,114925,2,2,2,1,59,105000,3042500,
999996,3,23800,1,2,2,2,13,0,-3875,
999996,3,48350,2,2,1,2,24,0,191000,
38000,1,768725,9,9,9,9,35,0,7500250,
20000,1,101800,1,2,1,2,24,0,699000,
16000,1,115525,2,1,2,2,59,0,186225,
999996,1,13500,2,2,1,2,35,0,44501,
20000,2,147600,1,2,1,2,35,0,866900,
1900,3,71325,2,2,1,1,59,0,27250,
30000,1,100650,2,2,1,1,48,0,950500,
18000,1,92600,1,1,2,2,35,0,114350,
7250,3,34300,1,2,2,1,35,0,800,
27000,3,24575,2,1,2,2,24,0,23500,
999996,2,16250,2,2,1,2,35,0,-17525,
999996,3,49250,2,1,2,2,35,0,-8198,
17500,1,95225,2,1,1,1,10,0,223000,
30000,2,107775,2,1,2,1,35,0,898400,
24000,1,64550,2,2,2,1,59,0,720000,
20000,1,38925,2,2,1,2,24,0,559000,
30000,1,148850,2,2,1,2,46,0,2091450,
15500,3,47150,2,2,2,1,24,22000,427000,
5250,1,48075,2,1,2,2,24,0,406000,
5000,3,55875,9,9,9,9,35,0,1675000,
26000,2,30225,2,1,2,2,48,0,41350,
35000,1,67775,2,2,2,1,24,925000,1451300,
24000,1,47950,2,1,1,2,48,0,252151,
18000,1,81550,2,2,1,2,47,0,672751,
2000,1,56125,2,1,2,2,35,0,55300,
25000,1,99825,2,1,2,2,48,0,68750,
125000,3,133775,2,1,2,2,35,0,556000,
15000,1,66500,2,2,2,1,24,0,872900,
12500,2,84025,1,2,1,2,35,0,181150,
41000,1,66850,9,9,9,9,10,0,1082075,
3100,3,57400,2,1,1,2,35,0,58000,
7000,3,53125,9,9,9,9,46,1450,1079550,
20000,1,26575,2,1,2,2,24,0,127300,
35000,1,64275,2,2,1,2,59,0,2046000,
41000,1,92100,2,2,1,2,47,0,2068000,
475,3,60300,2,2,1,1,48,0,16010,
14000,1,71750,2,2,2,1,48,0,911500,
15000,2,28500,2,1,2,2,59,0,145450,
26000,1,119525,2,2,1,2,46,0,1026750,
20000,1,137175,2,1,1,2,48,0,3171250,
10000,1,136025,2,1,2,2,59,0,1862501,
999996,1,52075,2,2,1,2,11,0,944000,
4500,2,56725,2,1,2,2,48,0,91630,
14500,1,117425,2,2,1,2,35,0,621475,
5000,3,21475,2,2,1,2,24,0,70425,
999996,3,10300,1,2,2,2,48,0,-350,
999996,1,18225,1,2,2,2,48,0,21050,
60000,1,47500,2,2,2,1,46,0,568975,
4000,2,77625,2,1,1,2,24,0,225600,
999996,3,25000,2,2,2,1,48,0,30350,
999996,3,29425,2,2,2,1,35,1900,73400,
14500,1,78550,2,2,1,2,48,0,497000,
31000,2,49700,2,1,2,2,35,0,13450,
25000,1,155000,2,1,2,2,48,0,1263500,
20000,2,69575,2,2,2,1,48,0,497100,
999996,1,43500,2,2,1,1,12,0,22750,
6750,3,43300,2,2,1,2,46,0,349950,
28000,1,141500,2,1,1,2,48,0,758875,
7250,1,29175,2,1,2,2,13,0,400,
28000,1,109775,2,2,1,2,35,0,1422650,
12000,1,14100,2,2,1,2,59,0,700250,
14500,1,176175,1,2,1,2,35,0,1491000,
40000,3,525,2,1,2,2,59,0,11151,
40000,1,117375,1,2,1,2,47,0,796500,
525,1,57625,2,2,1,1,24,0,134250,
13000,3,76550,2,1,2,2,46,0,128950,
70000,1,230350,2,2,1,2,46,0,3253000,
22000,3,34250,2,2,2,1,48,0,4350,
12500,1,63850,2,2,1,2,35,0,471715,
48000,1,161475,1,2,1,2,47,0,1602500,
3600,1,18950,2,2,2,1,46,0,198008,
999996,2,22600,1,2,2,2,59,0,5300,
57500,1,83050,2,2,2,1,35,0,1567001,
12000,2,64800,2,2,1,1,24,0,1553500,
999996,1,38500,2,2,2,1,59,0,318450,
10000,1,78475,2,1,2,2,11,0,142100,
9500,2,72250,2,2,2,1,24,210000,1090000,
20000,1,139850,2,2,1,1,35,0,1883250,
52500,2,160100,2,2,1,2,24,0,739500,
7750,2,38375,2,2,1,2,59,0,116450,
10000,3,53425,2,1,2,2,59,0,319900,
75000,1,101975,2,2,1,2,35,0,2012050,
52500,1,85925,2,2,2,1,47,0,975000,
47500,1,78650,2,2,1,2,12,0,355750,
100000,1,502550,9,9,9,9,24,0,7754000,
100000,1,238075,9,9,9,9,46,0,4030500,
3000,1,61875,2,1,2,2,48,0,284400,
26000,1,148950,1,2,1,2,24,0,1957875,
32000,1,108775,2,2,1,2,35,0,1703750,
3000,1,62675,2,2,1,2,12,0,398400,
3500,1,50675,2,2,1,1,47,0,986000,
97500,1,102500,2,2,2,1,13,175000,761050,
60000,1,144850,2,2,1,2,47,0,2085000,
4750,1,120575,2,2,1,2,59,0,1320500,
10000,3,1350,2,2,1,1,35,0,625000,
45000,1,208500,2,2,1,1,59,0,2255000,
3900,3,56125,1,2,2,2,47,0,-11499,
16000,1,106500,2,2,2,1,35,0,2446500,
999996,3,4350,2,2,2,2,24,0,8500,
999996,1,80450,1,2,1,2,12,0,76500,
15000,1,205100,1,2,1,2,47,0,2525000,
20000,3,96725,2,1,2,2,35,0,187925,
6000,1,50925,1,2,1,2,35,0,41410,
60000,1,113175,2,2,1,2,24,0,580000,
19500,1,25225,2,2,2,1,59,0,147725,
1000,3,13025,1,2,2,2,35,0,16700,
10000,1,41475,2,1,2,2,13,0,49110,
10000,1,32725,2,2,1,2,48,0,205400,
3500,2,73250,2,1,2,2,59,0,-5774,
35000,1,46025,2,1,1,2,48,0,1670750,
12000,3,33600,2,2,2,1,35,0,850000,
50000,1,49675,2,2,1,2,59,0,490825,
52500,3,48575,2,2,2,1,35,0,262000,
10000,1,91950,1,2,1,2,12,0,734600,
3500,2,79675,2,1,1,2,48,0,497300,
57500,1,24800,9,9,9,9,46,0,5217500,
10500,3,59125,2,2,2,1,35,0,617500,
6750,1,65000,2,1,1,2,48,0,-21050,
2000,1,23600,1,1,2,2,46,0,-5075,
29000,1,748400,9,9,9,9,35,0,17061250,
999996,1,17500,2,2,1,2,47,0,3450,
3000,1,32900,1,2,1,2,24,0,748000,
4750,9,47425,9,9,9,9,10,0,1121600,
21000,3,51050,2,2,2,1,24,20000,516500,
8000,1,103575,2,1,1,2,46,0,420750,
5000,1,38375,2,2,1,2,12,0,199600,
50000,1,89450,1,2,1,2,48,0,1205976,
44000,1,183475,2,1,2,2,35,0,1317750,
15000,1,118250,2,2,1,2,35,0,1250976,
70000,1,334475,9,9,9,9,59,0,4836500,
21000,1,63125,2,2,2,1,48,100000,950750,
39000,1,40000,2,1,2,2,35,0,159900,
50000,1,126100,2,1,2,2,35,0,1737500,
39000,1,128625,2,2,1,2,35,0,2249250,
1000,2,99325,2,1,1,2,48,0,318325,
29000,1,65300,2,1,2,2,35,0,487350,
10000,1,65275,2,2,1,1,35,0,605000,
10500,1,48325,2,2,2,1,13,0,933550,
34000,1,33575,2,2,1,2,10,0,124100,
17500,1,26625,2,2,1,2,12,0,151050,
999996,1,600,2,2,2,1,12,0,41950,
999996,2,14000,2,1,2,2,48,0,10000,
2400,1,16950,2,2,1,2,13,0,106580,
1300,3,37075,1,2,2,2,12,0,-10270,
95000,1,89650,2,2,2,1,48,700000,1616225,
2000,1,58775,1,2,1,2,35,0,779700,
10500,1,131300,2,1,2,2,35,0,1201050,
26000,1,71825,2,2,1,2,46,0,630500,
4750,1,81950,2,2,1,2,35,0,3114000,
12000,1,36600,2,2,1,2,13,0,129650,
95000,1,146750,2,1,1,2,48,0,1320000,
12500,3,94975,2,1,2,2,35,0,267375,
62500,1,142625,2,2,1,2,24,0,2624900,
999996,1,30225,2,2,1,1,24,0,15250,
475,1,38325,2,1,2,2,48,0,79185,
29000,1,93275,2,2,1,2,35,0,1952901,
24000,1,33000,2,2,2,1,13,0,151250,
5500,1,87625,2,2,1,1,59,0,939525,
15500,1,73575,2,2,2,1,35,42000,2041000,
999996,2,19125,2,2,2,1,35,25000,90000,
5750,1,178425,2,2,2,1,24,0,241250,
15000,1,164525,1,1,1,2,48,0,596001,
9500,1,54475,2,2,1,1,24,0,212130,
26000,1,105775,2,2,2,1,47,0,1085850,
10000,1,59925,2,2,1,2,24,0,188750,
15500,1,37500,2,2,1,2,35,0,793501,
1000,1,3675,1,2,2,2,35,0,-18820,
3000,3,19000,2,2,2,1,35,0,5075,
25000,3,53450,2,1,2,2,12,0,288250,
27000,3,65000,2,1,2,2,35,0,-3150,
10500,3,51575,1,2,2,2,48,0,79900,
2000,3,76550,2,1,2,2,35,0,12675,
9500,2,94075,2,2,1,2,24,0,999000,
8500,2,61250,2,2,1,2,24,0,457900,
29000,1,154675,2,2,1,2,24,0,2889250,
950,2,27750,1,2,2,2,35,0,4830,
2900,3,33450,2,2,1,2,59,0,494350,
7000,2,17625,1,2,2,2,59,0,4750,
30000,3,104150,1,2,2,1,35,0,666400,
33000,2,136825,2,1,2,2,59,0,1509950,
50000,2,39500,2,2,1,2,47,0,16040,
31000,1,71850,2,2,1,1,35,0,1939000,
10000,9,77675,2,1,2,2,13,0,75075,
999996,1,18000,2,2,2,1,10,0,64200,
52500,1,145700,2,2,1,2,59,0,1563500,
20000,1,263225,2,2,1,2,48,0,4037000,
26000,1,46725,2,2,2,1,24,14000,143450,
7250,1,99900,2,2,1,2,59,0,224225,
33000,3,87750,2,1,2,2,59,0,240900,
22000,3,77825,2,1,2,2,35,0,48500,
72500,1,97800,9,9,9,9,24,0,16520000,
25000,1,105625,2,1,2,1,48,25000,471325,
13000,1,65425,1,2,1,2,35,0,560550,
10000,1,53650,1,2,1,2,35,0,785850,
2500,1,24475,2,2,2,1,13,0,315000,
5500,1,116200,2,1,2,2,48,0,354200,
10000,1,65550,2,1,2,2,46,0,43750,
20000,2,475,2,1,2,2,59,0,-26674,
15000,1,89975,2,1,2,2,35,0,222650,
24000,1,67225,2,2,2,1,46,600000,1533000,
26000,1,106000,2,1,1,2,24,0,1414920,
10500,1,81100,2,2,1,2,59,0,152300,
29000,1,63100,2,2,2,1,24,52500,1246000,
5000,1,98425,2,1,1,2,46,0,689500,
13500,3,61725,2,1,2,2,24,0,236000,
100000,1,170225,1,2,1,2,59,0,4624000,
999996,3,38950,2,1,2,2,59,0,-16250,
7750,4,1750,2,2,1,2,24,0,2344450,
28000,1,281000,2,1,2,2,48,0,2591000,
5000,3,45300,2,1,2,2,35,0,22275,
500,1,14500,2,2,1,2,10,0,9750,
999996,1,47050,1,1,2,2,48,0,8750,
3000,1,59600,1,2,2,2,47,0,57800,
47500,1,477700,2,2,1,2,48,0,4495000,
20000,3,70175,2,2,1,2,48,0,52700,
29000,1,109275,9,9,9,9,47,0,7355750,
9500,3,110100,2,2,1,1,48,0,899800,
15000,1,88475,2,2,2,1,13,0,1682500,
70000,1,282750,1,2,1,2,48,0,787450,
7250,2,725,1,2,2,2,35,0,10800,
40000,1,124575,1,2,1,2,35,0,1738000,
5000,1,115825,2,1,1,2,48,0,475500,
8000,1,72875,2,1,2,2,48,0,60651,
5000,1,16000,2,2,1,2,35,0,368750,
5500,2,65375,2,1,2,2,46,0,122751,
67500,1,12700,9,9,9,9,13,0,1713000,
999996,1,12500,2,2,1,2,24,0,106000,
29000,1,82575,2,2,1,1,47,400000,2261250,
400,3,31225,2,1,2,2,24,0,8050,
27000,2,44750,2,2,2,1,35,39000,439350,
20000,1,36000,2,2,2,1,46,0,860750,
7000,1,19375,2,2,2,1,10,0,331750,
41000,3,203425,2,2,1,2,35,0,1750250,
18500,1,177775,2,2,1,2,35,0,2215250,
62500,1,217100,2,1,1,2,46,0,1812000,
17500,3,129375,2,2,1,2,59,0,1266275,
19000,1,510875,9,9,9,9,59,0,2115501,
7500,1,81425,2,1,2,2,46,0,232700,
24000,1,53500,2,2,1,1,35,0,2878500,
7750,1,49500,2,2,1,2,35,0,1756500,
25000,2,35800,2,2,1,1,59,0,53600,
26000,1,53250,2,2,1,2,48,0,332658,
6000,2,48300,2,1,2,2,24,0,78500,
2900,1,31400,2,2,2,1,12,19000,237425,
3000,3,28000,2,2,1,2,59,0,13725,
25000,1,43675,2,2,2,1,59,0,1145250,
999996,1,30000,2,2,2,1,10,0,195000,
26000,1,167750,1,2,1,2,35,0,188400,
39000,1,61250,2,2,2,1,12,82500,855900,
999996,3,17500,2,2,2,1,59,0,950,
47000,1,57375,2,2,1,2,24,0,202800,
60000,1,111025,2,2,1,2,46,0,1488500,
3000,1,34700,2,1,2,2,59,0,97050,
50000,1,62475,9,9,9,9,48,0,5339500,
47500,1,85800,1,2,1,2,35,0,1022900,
15500,1,33800,2,2,2,1,35,0,546950,
14500,1,107700,2,2,1,2,24,0,1019600,
19000,3,55125,2,2,2,1,46,0,1145400,
70000,1,64750,2,2,1,2,24,0,3639151,
5000,1,30975,1,2,2,2,48,0,-15875,
5000,1,8550,2,2,2,1,35,0,739050,
3000,1,76375,2,1,1,2,24,0,308976,
34000,1,80525,2,1,2,2,35,0,351700,
10000,1,68025,2,2,1,2,47,0,425650,
6500,3,52150,2,2,1,2,35,5000,90875,
5000,3,70875,2,2,2,1,35,75000,712950,
5000,3,33975,2,1,2,2,47,0,7225,
41000,1,223325,1,2,1,2,48,0,2285625,
75000,1,208425,1,2,1,2,48,0,2219325,
250000,1,147100,2,2,1,2,35,0,1805500,
26000,1,78625,2,2,2,1,47,0,1591501,
15000,1,75050,2,2,1,1,35,0,489600,
