PATTCRLM,PDWTYP,PEFATINC,PFSZ1824,PFSZ2544,PFSZ4564,PFSZ65UP,PPVRES,PWARRIF,PWNETWPG,
999996,1,73050,1,2,1,2,10,0,30150,
31000,1,152525,1,2,1,1,35,0,1796500,
999996,1,12000,2,2,1,2,24,0,20010,
60000,1,201200,2,2,1,2,48,0,2937750,
8750,1,67350,2,2,2,1,47,10500,1114250,
50000,1,144425,2,1,2,2,46,0,393050,
19000,1,79275,2,1,1,1,35,0,2142500,
4100,3,31825,2,2,2,1,46,80000,662500,
5500,3,40975,2,1,2,2,59,0,61250,
999996,3,76975,2,2,2,1,24,0,1115750,
4000,1,72025,2,2,1,2,11,0,470600,
25000,1,69925,2,2,1,2,35,0,443050,
1450,4,19750,1,2,2,2,59,0,-500,
4600,3,41700,2,1,2,2,59,0,-10174,
9000,3,1650,2,1,2,2,11,0,3700,
15500,3,54125,2,2,1,1,24,0,1317500,
28000,1,40225,2,2,2,1,24,0,424600,
525,1,27000,1,2,1,2,10,0,-35250,
52500,3,144300,1,1,1,2,35,0,579600,
2500,2,40700,2,1,2,2,35,0,37000,
1550,3,25825,2,1,2,2,24,0,-350,
50000,1,65275,1,2,1,2,35,0,916001,
22000,1,81325,1,2,1,2,12,0,428250,
21000,1,27350,2,2,1,2,48,0,925600,
2000,9,50000,2,1,2,2,47,0,247500,
6750,1,23000,2,2,1,2,10,0,-3155,
10500,3,44325,2,1,2,2,24,0,336050,
17500,1,90850,2,2,2,1,24,0,1664550,
15000,1,114300,2,1,2,2,59,0,1533250,
25000,1,146650,2,1,2,2,59,0,1375500,
8750,2,23150,2,1,2,2,48,0,48500,
24000,1,74725,2,2,1,1,35,0,151150,
39000,1,77300,2,2,1,2,47,0,953000,
29000,3,27425,2,2,2,1,35,0,611000,
20000,1,22600,2,2,2,1,24,0,221750,
40000,4,42100,2,2,1,2,48,0,1591150,
10500,3,53550,2,2,2,1,48,0,599000,
6000,3,38300,1,2,2,2,35,0,-6550,
2900,1,31300,2,2,2,1,24,0,186300,
4750,1,24000,2,2,2,1,47,0,311008,
999996,2,11400,2,1,2,2,35,0,-29150,
1550,1,42200,2,1,2,2,59,0,445,
10000,1,69650,2,1,1,2,48,0,1034950,
20000,1,46300,2,2,1,2,24,46000,409500,
1700,3,25000,2,1,2,2,24,0,-9400,
67500,3,134150,9,9,9,9,24,0,4666501,
5000,3,14500,2,1,2,2,24,0,14025,
4750,1,21500,2,1,1,2,59,0,302025,
6000,2,42850,2,2,2,1,48,0,169175,
999996,1,50400,2,1,2,2,48,0,83475,
24000,1,80050,2,2,2,1,35,430000,3246000,
999996,3,28650,2,2,2,1,24,0,25350,
9000,1,25550,2,2,1,2,59,0,1618751,
47500,1,141750,2,2,1,2,59,0,1197850,
10000,1,80300,2,2,1,1,35,32000,902080,
22000,1,80450,2,2,1,2,35,0,899600,
39000,1,101175,2,2,1,2,59,0,1463250,
52500,1,188800,2,2,1,2,48,0,3075000,
999996,3,42825,2,1,2,2,24,0,42510,
9250,1,91275,2,1,2,2,47,0,115500,
10500,3,27400,2,2,2,1,24,0,74000,
24000,1,116900,1,2,1,2,46,0,704400,
999996,4,58175,2,2,1,1,47,0,245000,
67500,9,102750,2,1,2,2,13,0,727500,
15500,2,63875,2,2,2,1,59,62500,1207500,
57500,1,189150,2,2,1,2,48,0,1322000,
9000,9,73275,1,2,1,2,11,0,43150,
5500,1,92325,2,1,2,2,11,0,8275,
6000,2,24350,2,2,2,1,59,0,1179500,
25000,3,41400,2,2,2,1,24,45000,244500,
1000,2,47650,2,1,2,2,59,0,46500,
5750,3,27525,2,2,1,2,59,0,84175,
20000,1,107675,1,2,1,2,48,0,2169350,
70000,3,1102050,9,9,9,9,24,0,23122000,
60000,2,96300,2,1,2,2,48,0,534400,
999996,3,300,2,1,2,2,13,0,200,
27000,1,40425,2,2,2,1,59,135000,794700,
2100,1,20400,1,2,2,2,10,0,-8000,
4100,1,81025,2,1,2,1,48,0,1478600,
999996,1,16000,2,1,2,2,24,0,30150,
999996,3,16500,2,2,1,2,47,0,1400,
999996,1,30000,2,2,2,1,47,0,96250,
21000,1,77125,2,2,1,2,35,0,235850,
1000,1,44250,2,1,2,2,13,0,107750,
999996,3,6550,1,2,2,2,12,0,-13550,
1300,1,37500,1,1,2,2,59,0,-16000,
29000,1,28350,2,2,1,1,35,0,468250,
28000,1,95375,2,2,1,1,35,0,685500,
14500,1,18700,2,1,1,2,48,0,193350,
5000,3,35750,2,1,2,2,48,0,108275,
29000,1,135150,2,1,1,2,35,0,773500,
5250,1,131400,2,2,1,2,48,0,334550,
11000,4,41000,2,2,2,1,48,0,327500,
30000,1,127525,2,1,1,2,24,0,1790250,
5000,1,38000,2,2,2,1,35,0,814000,
46000,1,152275,1,2,2,1,48,190000,4421500,
10000,1,56825,2,2,1,2,13,0,236600,
27000,2,163150,2,2,1,2,59,0,1729000,
44000,1,101750,9,9,9,9,13,62500,1942500,
1050,1,149200,1,1,1,2,10,0,562750,
37000,1,108200,2,2,1,2,46,0,931501,
31000,1,135100,2,2,1,2,48,0,1662000,
13000,1,99275,2,1,2,2,48,0,205750,
999996,1,26350,1,2,2,2,48,0,5575,
999996,1,69425,2,1,2,2,10,0,76395,
19000,1,62925,2,2,1,1,35,0,463900,
4750,2,60550,2,1,2,2,35,0,112150,
4000,1,44950,2,2,2,1,35,0,600020,
999996,1,34750,2,1,2,2,12,0,1050,
9500,1,108500,2,1,1,2,47,14000,298350,
14500,1,69425,2,1,1,2,35,0,421405,
2600,3,1150,1,2,2,2,24,0,2600,
13500,3,36725,2,2,2,1,24,0,458500,
999996,3,9250,2,2,1,2,24,0,-15160,
999996,2,22675,2,1,2,2,47,0,11050,
10000,2,30300,2,2,1,2,35,0,151175,
10000,3,37400,2,2,2,1,35,0,468408,
50000,1,172650,2,2,1,2,35,0,2889500,
15000,1,27600,2,2,1,2,11,0,979000,
3500,1,51800,1,2,1,2,13,0,110725,
6000,3,60325,2,1,2,2,24,0,282750,
26000,1,79475,1,2,1,2,48,0,335150,
57500,1,39000,2,2,1,2,59,0,1333050,
6500,1,155100,2,1,2,2,48,0,1893325,
31000,1,101275,1,1,1,2,35,0,970251,
999996,1,21300,2,2,2,1,35,0,158950,
9500,1,34750,2,2,2,1,35,0,735375,
19500,1,81550,2,2,1,2,48,0,661900,
30000,2,107575,2,1,2,2,35,0,458500,
34000,1,56075,2,2,2,1,11,0,418750,
22000,3,58150,2,1,2,2,59,0,43400,
3000,1,48050,1,1,2,2,35,0,-11250,
20000,1,158950,2,1,2,2,48,0,272000,
999996,3,6300,2,1,2,2,24,0,51475,
18000,1,51600,2,2,2,1,35,0,918500,
100000,1,63100,2,2,1,2,48,0,2612000,
70000,1,325075,1,1,1,2,35,0,4389500,
50000,1,41850,2,2,2,1,59,310000,1811000,
20000,1,148650,1,2,1,2,35,0,1719300,
20000,2,91850,2,2,1,2,35,0,149560,
5750,3,64925,2,1,2,2,24,0,76750,
5000,1,51625,2,1,2,2,12,0,123500,
9500,1,114175,2,2,1,2,35,120000,2333500,
52500,1,175900,2,1,2,2,35,0,1156500,
135000,1,123425,2,1,1,2,59,0,3795000,
999996,3,7800,2,1,2,2,35,0,52551,
57500,1,25600,2,2,1,2,47,0,1433500,
50000,1,127125,2,1,1,2,35,19000,1148050,
11000,1,164975,2,1,2,2,48,0,189401,
20000,1,25050,2,2,1,2,48,0,1099000,
6250,3,51225,2,2,2,1,24,175000,786060,
45000,1,19700,2,1,2,2,59,0,-47950,
11000,2,54425,2,1,1,2,24,0,143900,
31000,2,98575,2,2,1,2,35,0,1840200,
5000,3,38525,2,2,2,1,47,0,725000,
11500,1,39275,2,2,1,1,35,21000,165200,
13500,3,42175,2,1,2,2,35,0,18425,
39000,3,94350,2,1,2,2,24,0,399575,
9500,1,81325,2,2,1,2,24,0,856000,
999996,3,28750,2,2,2,1,59,0,130310,
6250,1,18750,2,2,1,2,10,0,323950,
4000,1,34500,2,1,2,2,46,0,5600,
50000,1,94425,2,2,1,2,12,0,1227550,
25000,2,96700,2,2,2,1,24,0,1242900,
999996,3,17225,2,2,1,2,59,0,-3525,
25000,3,74150,2,2,2,1,24,185000,1351750,
20000,1,97350,2,1,2,2,48,0,450675,
999996,1,19125,1,2,2,2,47,0,5075,
41000,1,67550,2,2,1,2,46,0,373000,
7000,1,37825,2,1,2,2,13,0,35550,
50000,2,77200,2,2,1,2,24,0,670425,
950,3,56800,2,2,2,1,46,200000,776225,
19000,3,42750,2,1,2,2,35,0,146000,
7250,1,138250,9,9,9,9,12,0,1290950,
999996,3,20775,2,2,1,2,13,0,3450,
12000,4,80150,2,2,1,2,48,0,79900,
999996,3,1900,2,1,1,2,35,0,550,
26000,1,80450,2,1,2,2,59,0,15525,
950,2,17800,2,1,1,2,35,0,10120,
2900,1,42325,2,2,1,2,47,0,575400,
950,1,7825,1,2,2,2,35,0,10420,
999996,3,7000,1,2,2,2,48,0,12275,
20000,1,39475,2,1,1,2,46,0,218250,
25000,3,192350,1,2,1,2,24,0,713251,
16500,1,100375,2,2,1,2,35,0,310750,
10500,1,44925,2,1,2,2,59,0,15000,
5000,3,14750,2,2,1,2,59,0,7400,
999996,1,26000,2,1,2,2,46,0,-818,
1050,1,23000,2,2,1,2,13,0,20000,
26000,1,137425,2,2,1,2,24,0,4232500,
999996,1,17500,2,2,2,1,10,0,65000,
1550,3,36000,2,2,1,2,24,0,228000,
5250,1,45900,2,2,2,1,59,29000,935500,
525,1,37475,2,2,1,2,35,0,-11625,
999996,1,45025,2,1,2,2,48,0,71280,
155000,1,158925,2,2,1,2,47,0,2788000,
52500,1,310750,2,2,1,2,47,0,873500,
10500,1,32150,2,2,2,1,46,0,683550,
50000,2,39025,2,2,1,2,59,0,1013500,
6250,2,64975,2,1,1,2,35,0,116410,
38000,1,94625,1,2,1,2,35,0,526225,
4000,1,68950,2,2,1,2,48,0,690000,
35000,1,92775,2,2,1,1,24,2400,1629500,
999996,2,8425,2,2,2,1,59,0,275,
20000,2,84350,2,1,2,2,59,0,536550,
9500,1,96750,2,1,2,2,48,0,178000,
33000,1,90275,2,1,2,2,35,0,2084200,
41000,1,380825,9,9,9,9,35,400000,6547500,
10500,1,43575,2,1,2,2,59,0,42000,
19000,1,86950,1,1,2,2,48,0,362500,
12500,1,37750,2,1,2,2,46,0,150480,
23000,1,56775,2,1,2,2,47,0,684000,
36000,1,103500,2,2,1,2,13,0,2274575,
19000,2,52350,2,2,2,1,12,0,532500,
41000,1,216625,9,9,9,9,35,475000,8316500,
9500,3,25875,2,2,1,2,35,0,309275,
10000,1,138200,2,1,2,2,47,0,314100,
225,3,38425,2,2,1,2,59,0,2575,
20000,1,69725,2,2,1,2,35,0,387000,
30000,1,319000,1,2,1,1,35,0,2238500,
10000,1,56425,2,2,2,1,10,0,627000,
2100,1,32000,2,2,2,1,47,0,374000,
999996,1,15800,2,1,2,2,46,0,5025,
13500,1,92325,2,1,2,2,24,0,1097700,
12000,3,18400,2,1,2,2,35,0,1450,
67500,1,206800,2,1,2,2,46,0,1253500,
29000,3,68825,2,1,2,2,35,0,-31799,
41000,1,146225,1,2,1,2,24,0,1897500,
24000,1,105600,2,2,1,2,59,0,1107651,
24000,3,31650,2,2,2,1,59,0,132375,
19000,3,70800,2,2,2,1,24,40000,865500,
2000,3,31725,2,1,2,2,24,0,14450,
7750,1,33000,2,2,2,1,35,0,513600,
8000,1,83000,2,2,1,2,24,0,400250,
30000,1,103800,2,1,2,2,10,0,558500,
12500,3,46550,2,2,1,1,35,0,111525,
29000,1,86000,2,2,2,1,35,240000,1193451,
25000,1,80575,2,2,1,2,24,0,1372000,
999996,1,48350,2,1,2,2,47,0,41801,
20000,1,88375,2,2,2,1,24,475000,2077000,
30000,3,75175,2,2,1,2,24,0,2090000,
999996,3,19825,2,2,2,1,48,0,4050,
11000,2,61275,2,2,2,1,59,0,783758,
31000,1,60700,2,2,1,2,35,0,116750,
3000,3,24225,2,2,2,1,59,92500,483400,
23000,3,151000,2,2,1,1,48,250,1772750,
25000,1,225850,2,2,1,2,35,0,1849600,
999996,3,13075,2,2,1,2,46,0,-60095,
30000,1,118225,2,1,1,2,59,0,1611475,
9500,1,44400,2,2,2,1,48,33000,1361225,
60000,1,126350,1,2,1,1,35,0,1255400,
12000,1,69375,1,2,1,2,35,0,2601900,
17500,1,110375,2,1,1,2,48,0,450750,
999996,3,36925,2,1,2,2,35,0,6875,
28000,2,112400,2,2,2,1,59,0,5729000,
21000,3,125550,2,2,1,2,35,0,566500,
44000,3,390975,2,2,1,2,59,0,2796500,
11500,3,78075,2,1,2,2,24,0,159500,
8000,3,42100,2,1,2,2,24,0,67350,
30000,1,66200,2,2,1,2,47,0,870300,
25000,3,28875,2,1,1,2,35,0,77175,
10000,3,44500,2,2,2,1,35,0,1192600,
5250,3,44050,2,2,2,1,35,40000,291050,
8000,1,126725,2,2,2,1,35,0,1379500,
7000,3,27950,2,2,2,1,24,330000,675400,
27000,1,134050,2,2,2,1,48,0,1958000,
24000,1,123700,1,2,1,2,24,0,1517352,
999996,3,53750,2,1,2,2,47,0,1500,
999996,3,21500,2,2,2,1,24,0,271000,
21000,1,92375,2,1,2,2,59,0,235100,
999996,3,4400,2,2,1,2,35,0,-7250,
72500,1,154425,2,2,1,2,47,0,2472675,
35000,1,128250,2,1,2,2,24,0,1284000,
120000,1,64500,2,2,1,1,12,0,1731001,
33000,1,91725,1,2,1,2,11,0,970475,
27000,1,127975,1,2,1,2,35,0,570001,
9500,1,77375,2,2,1,1,46,0,1187725,
999996,1,80700,2,1,1,2,46,0,72900,
1500,1,112125,9,9,9,9,12,0,206025,
75000,1,159400,2,1,1,2,48,0,1239500,
16500,2,55475,2,1,1,2,35,0,271750,
10000,3,40875,2,2,2,1,35,150000,565375,
950,1,44000,2,2,2,1,48,0,114475,
15000,3,49700,2,1,1,2,35,0,172000,
72500,2,81650,2,2,1,2,35,0,1229250,
4000,1,69550,2,1,2,2,48,0,379700,
30000,9,165725,9,9,9,9,13,0,1125400,
10500,1,71425,2,2,1,1,35,0,1414500,
2000,3,5200,1,2,2,2,59,0,11500,
10000,3,39375,2,2,1,2,46,0,241000,
999996,3,12500,2,1,2,2,24,0,1000,
999996,3,575,2,1,2,2,48,0,25500,
41000,1,73650,2,1,2,2,35,0,610700,
10500,1,61900,1,2,2,2,46,0,29750,
29000,1,38150,9,9,9,9,35,0,4749000,
20000,1,751550,9,9,9,9,48,0,4758750,
60000,3,137600,2,2,2,1,24,0,5173500,
15000,1,57500,2,2,2,1,12,0,1224550,
26000,1,111850,1,2,1,2,35,0,742050,
999996,3,18000,2,2,2,1,24,0,1275,
42000,1,78625,2,1,1,1,13,0,69600,
20000,2,113825,2,1,2,2,35,0,920250,
31000,1,276400,9,9,9,9,35,0,27284500,
1350,3,19500,1,2,2,2,35,0,15,
999996,1,100600,9,9,9,9,48,0,6106500,
17500,1,143375,2,2,1,2,59,0,1882250,
15000,1,92275,2,2,2,1,35,0,2377500,
999996,2,300,2,1,2,2,59,0,5275,
15000,1,153950,2,1,2,2,24,0,722500,
10000,1,37550,2,1,2,2,48,0,378000,
4300,1,89700,2,1,2,2,35,0,257836,
12500,1,111575,2,1,2,2,48,0,267600,
950,1,15500,2,2,2,1,35,0,72450,
999996,9,26000,1,1,1,2,10,0,10500,
150000,1,140075,2,1,1,1,59,87500,423500,
36000,1,86775,2,1,2,2,35,0,110650,
13500,2,69425,2,2,2,1,59,0,709600,
999996,3,26775,2,2,2,1,24,0,178600,
12000,1,78025,2,2,1,2,11,0,586475,
40000,9,89025,2,2,1,2,12,0,1060600,
43000,1,114925,2,2,1,2,24,0,2676000,
31000,1,97975,2,2,1,2,46,0,1205800,
13500,1,17825,2,2,1,2,48,0,873400,
6500,4,32950,2,2,2,1,48,0,8150,
32000,1,62700,2,2,2,1,48,92500,1283100,
18500,3,72175,1,2,1,2,24,0,89350,
33000,1,135250,2,1,2,2,47,0,2688000,
55000,1,72875,2,2,2,1,47,0,613500,
34000,1,201300,2,2,1,2,35,0,1680750,
10000,1,74950,2,2,1,2,59,0,779500,
40000,1,127375,2,1,1,2,47,0,405250,
13500,2,95425,2,1,2,2,48,0,454900,
7750,1,22525,2,1,2,2,35,0,120900,
10000,2,29050,2,2,1,2,59,0,834000,
34000,2,69500,2,1,2,2,35,0,-37500,
24000,1,169850,1,2,1,2,24,0,273875,
15000,1,77475,2,2,1,2,24,0,240850,
19000,1,11600,2,2,1,2,12,0,85300,
999996,2,21100,1,2,2,2,59,0,4000,
15000,1,42350,2,2,2,1,24,0,386900,
999996,3,275,2,2,1,2,48,0,250,
34000,1,42875,2,2,2,1,24,60000,393950,
35000,1,56375,2,2,1,2,47,0,1444750,
27000,1,67500,2,2,2,1,35,0,1339001,
95000,1,123550,2,2,1,2,47,0,260350,
85000,1,79150,2,1,1,2,59,0,2558850,
10000,1,4950,2,2,1,2,24,0,118550,
21000,9,39650,2,2,1,2,35,0,83020,
4000,3,49950,1,1,2,2,24,0,42000,
4750,1,58050,2,2,1,2,46,0,718350,
9000,1,105350,2,1,1,2,35,0,305250,
44000,2,85575,2,1,1,2,24,0,1218350,
23000,1,95975,2,1,2,2,48,0,629200,
32000,1,54900,2,2,1,2,47,0,1007200,
29000,2,190475,2,2,2,1,59,0,2209250,
9500,1,136450,2,1,1,2,11,0,1501250,
4750,3,2950,2,1,2,2,24,0,9601,
999996,3,825,2,1,2,2,35,0,725,
10000,1,79600,2,1,1,2,59,0,149500,
5000,1,48575,1,2,2,2,48,0,51300,
25000,3,43400,2,1,2,2,35,0,103170,
13000,1,56400,2,2,1,2,48,0,78500,
20000,1,76600,2,1,2,2,48,0,182100,
12500,1,69800,1,1,2,2,48,0,-1600,
999996,3,47600,2,1,2,2,35,0,13500,
34000,3,116550,2,2,2,1,35,0,282650,
1300,3,39075,2,2,2,1,24,0,483950,
2600,3,63925,1,1,2,2,24,0,77150,
7250,3,59425,2,2,2,1,59,0,388900,
25000,1,58000,2,2,2,1,48,95000,1041750,
5000,1,53550,2,2,1,1,59,0,1464000,
33000,1,171925,2,1,1,2,24,0,1770650,
5000,1,59300,2,2,1,2,35,0,541625,
45000,1,120000,9,9,9,9,48,0,5399000,
31000,2,102250,2,1,2,2,24,0,563950,
999996,3,7500,2,2,1,2,13,0,359375,
999996,2,11500,2,1,2,2,47,0,1080,
47500,1,195725,2,2,1,2,35,0,1860750,
999996,1,64375,2,2,2,1,46,0,820550,
5000,2,65400,2,2,2,1,48,52500,999450,
10000,3,56900,2,2,1,1,24,0,136002,
3900,2,5750,1,1,1,2,59,0,114100,
5000,1,42200,2,1,2,2,35,0,266526,
21000,1,22675,2,2,1,2,47,0,611000,
110000,1,136150,9,9,9,9,11,0,2536325,
80000,1,39350,2,2,2,1,48,0,404125,
5250,1,52675,2,1,2,2,48,0,120600,
10000,1,92250,2,2,2,1,35,140000,3107750,
5750,1,35000,2,1,2,2,46,0,263150,
999996,3,19600,2,2,2,1,24,9500,204800,
4400,2,95375,1,1,1,2,48,0,107250,
3600,3,64325,2,2,2,1,35,195000,558001,
30000,1,76700,2,2,1,1,59,0,1249250,
50000,1,45575,2,2,1,2,24,25000,1310500,
2000,1,19600,2,2,2,1,47,0,5450,
23000,1,103600,2,2,2,1,59,10000,1949000,
28000,1,201800,2,2,1,2,48,0,1652000,
2900,1,16925,2,2,2,1,24,0,146600,
5250,1,38500,2,1,2,2,35,0,619550,
5000,1,27600,2,2,1,2,35,0,354750,
5250,2,33100,2,1,2,2,24,0,43250,
50000,1,13100,2,2,1,2,48,0,499950,
5000,2,36600,2,2,2,1,10,17000,26900,
20000,1,130075,1,2,1,2,47,0,841750,
3400,3,36875,2,2,2,1,35,0,188400,
7250,1,101100,2,2,1,1,46,0,1020750,
20000,1,95050,2,2,1,2,35,180000,1071000,
40000,1,411575,1,2,2,1,48,0,8584501,
5000,1,53025,1,2,1,2,35,0,261501,
14500,1,107575,2,2,2,1,35,160000,3123550,
10000,1,63800,2,2,1,2,13,0,496200,
105000,1,139250,2,2,1,2,35,0,1989500,
999996,1,26925,2,1,2,2,59,0,-1450,
1000,3,3600,1,2,2,2,24,0,37170,
18000,3,143500,1,2,1,2,35,0,89550,
80000,9,105700,2,2,1,2,24,0,965525,
999996,1,26375,2,2,1,2,48,0,-30100,
21000,3,98475,2,1,2,2,24,0,168200,
17000,1,46025,2,2,1,1,24,0,560700,
12000,1,80125,2,2,2,1,35,115000,3035250,
30000,1,47650,2,2,1,2,24,0,248750,
30000,2,48950,2,2,2,1,46,57500,831475,
15500,2,66700,2,2,1,2,48,0,324850,
999996,3,7825,2,2,1,2,46,0,300,
26000,2,33025,2,2,2,1,35,4500,810800,
10500,1,99525,2,1,2,2,48,0,101425,
9500,1,49650,2,1,2,2,47,0,138375,
20000,1,131350,2,2,2,1,10,0,1254500,
999996,3,28700,1,1,2,2,12,0,5250,
100000,1,117825,2,1,2,2,35,0,1301750,
9500,1,94150,1,2,1,2,35,0,50650,
999996,2,37700,2,2,2,1,11,0,38100,
1050,1,59575,2,2,1,2,47,0,1095000,
43000,1,172650,2,1,2,2,47,0,450750,
999996,3,22900,2,2,2,1,24,0,11850,
999996,1,34500,2,2,2,1,35,0,768825,
40000,1,68350,2,1,2,2,11,0,278675,
60000,1,348100,2,1,1,2,35,0,4131250,
10000,1,90675,1,2,1,2,59,0,1046500,
15000,3,17800,2,2,1,2,59,0,30750,
11000,2,67775,2,1,2,2,48,0,294550,
999996,1,41025,2,2,2,1,47,0,1024000,
8250,1,19000,2,2,2,1,35,77500,892250,
10500,1,14000,2,2,1,2,35,0,412000,
999996,1,7500,2,2,1,2,12,0,252,
19000,1,88600,2,2,1,2,35,0,550150,
999996,2,18925,2,2,1,2,35,0,20050,
575,3,22025,1,2,2,2,12,0,1205,
14500,3,98525,2,1,2,2,59,0,652100,
4500,1,28200,2,1,2,2,47,0,21000,
15500,1,10500,2,1,2,2,10,0,110001,
3400,3,53200,2,1,2,2,24,0,25205,
999996,1,61775,2,2,2,1,48,72500,812450,
5250,1,108250,1,2,1,2,59,0,-108650,
240000,1,56825,2,1,1,2,35,0,1351000,
50000,1,150450,2,2,1,2,35,0,1859501,
3900,3,56475,2,2,1,1,35,0,350,
5000,9,86950,9,9,9,9,24,0,1318000,
19000,3,37650,2,2,2,1,35,0,330075,
5750,1,19000,2,2,1,2,48,0,284000,
999996,1,-2175,2,1,2,2,48,0,6000,
2400,3,53675,2,1,2,2,12,0,194925,
20000,1,113650,2,2,1,2,24,0,844501,
11500,1,75975,2,1,1,2,59,0,616500,
43000,1,58600,2,2,2,1,24,120000,916000,
31000,1,78150,2,2,2,1,35,240000,2537500,
10000,1,55375,2,1,1,2,12,0,366400,
2100,3,36250,2,2,1,2,24,0,105000,
999996,3,14500,2,2,1,2,24,0,116500,
35000,1,75950,2,1,2,2,48,0,162900,
100000,2,65475,1,2,1,2,35,0,16000,
31000,1,72000,2,1,2,1,35,0,6643501,
24000,1,31475,2,2,1,2,10,0,11850,
31000,1,188625,2,2,1,2,48,0,5823000,
6000,2,62875,1,1,2,2,24,0,118500,
39000,1,52250,1,2,1,2,35,0,514300,
36000,1,135400,2,1,1,2,24,0,1610900,
33000,1,60375,2,2,2,1,12,0,673550,
41000,1,116225,2,2,2,1,48,475000,2151000,
28000,1,84200,9,9,9,9,47,0,1637550,
40000,1,101650,1,2,1,1,12,100000,379250,
95000,1,131850,2,1,2,2,46,0,789800,
29000,1,47250,1,1,2,2,35,0,510900,
28000,1,230075,2,2,2,1,48,0,133001,
15000,3,70200,2,1,2,2,35,0,146775,
30000,1,137550,2,1,2,2,48,0,604000,
9000,4,92475,2,2,2,1,48,33000,436500,
20000,1,48775,2,2,1,2,24,0,518500,
5250,1,109275,1,1,1,2,24,0,441250,
5750,3,22050,1,2,2,2,47,0,12950,
15000,3,38500,2,2,2,1,35,0,135875,
15500,1,159425,2,2,1,2,35,0,1295550,
25000,1,38625,2,2,2,1,48,0,942950,
17500,9,38500,2,1,2,2,11,0,41700,
25000,1,210750,1,2,1,2,35,0,4055001,
2000,1,46275,2,1,1,2,24,0,49000,
34000,3,68825,2,1,2,2,35,0,307275,
3100,3,36625,2,1,2,2,35,0,10475,
40000,1,87975,2,1,2,2,48,0,526750,
30000,1,119000,2,1,2,2,59,0,685500,
45000,1,127300,2,1,1,2,59,0,490750,
130000,1,68250,1,2,1,2,48,0,3375500,
999996,3,24750,2,1,2,2,13,0,-10275,
125000,1,294700,9,9,9,9,10,0,1996550,
23000,1,84275,2,2,1,1,46,5000,1064500,
82500,1,130650,1,2,1,2,24,0,1790000,
17000,1,127400,2,2,1,1,47,0,2265500,
9250,1,147900,2,2,1,2,47,0,2922100,
19000,1,57600,2,1,2,2,48,0,714926,
67500,1,104250,9,9,9,9,10,0,2891000,
28000,3,29350,2,2,2,1,24,0,822350,
999996,1,17500,2,2,2,1,13,0,1625,
30000,1,71775,2,2,1,2,24,0,181800,
40000,1,87675,2,1,2,2,35,0,626500,
5000,1,63875,2,2,1,2,24,0,991500,
60000,1,88300,2,1,2,2,47,0,682500,
21000,1,84600,2,1,2,2,24,0,375100,
12500,1,83175,2,2,1,2,24,24000,1450025,
5250,1,72175,1,1,2,2,11,0,292826,
26000,1,156200,2,1,1,2,35,0,2021000,
15000,3,65950,2,2,1,1,24,0,1458100,
10000,1,182350,2,2,1,2,48,0,3025000,
28000,1,69325,2,2,1,2,35,0,1649650,
30000,1,72200,2,2,1,2,35,0,968500,
125000,1,52925,1,2,1,2,35,0,1212800,
999996,3,13000,2,2,1,2,24,0,18400,
47500,1,135125,9,9,9,9,59,0,9257500,
999996,3,18400,2,2,2,1,35,24000,534000,
10000,1,123325,2,1,2,2,59,0,1405000,
21000,1,107350,9,9,9,9,47,550000,5921925,
999996,1,11500,2,2,2,1,13,0,96500,
20000,3,4075,2,2,1,2,46,0,63850,
87500,1,163875,2,2,1,2,35,0,1734250,
2400,2,22575,2,1,2,2,59,0,8775,
26000,1,91575,2,2,1,2,35,0,402900,
1550,2,39650,2,1,2,2,24,0,45100,
29000,3,107550,2,1,2,2,24,0,451500,
30000,1,113500,2,1,2,2,48,0,250001,
6750,1,29500,9,9,9,9,35,0,1809500,
1900,1,19000,2,2,2,1,12,0,92275,
5000,4,30775,2,1,2,2,46,0,51310,
4600,3,22650,2,1,2,2,47,0,-22550,
4750,9,59575,2,1,2,2,13,0,105625,
39000,1,148500,2,2,1,2,35,0,1602950,
52500,1,80400,9,9,9,9,47,0,3459325,
2000,1,74550,2,2,1,2,24,0,246450,
50000,1,118000,1,1,1,2,24,0,805300,
5500,1,29750,2,1,2,2,11,0,312500,
29000,1,80775,2,1,2,2,47,0,9850,
9500,1,31850,2,2,2,1,35,0,107500,
999996,2,29450,2,1,2,2,59,0,1003,
7750,2,17200,2,1,2,2,35,0,8550,
60000,1,220450,2,1,1,2,48,0,2629800,
17000,1,67300,2,2,2,1,12,24000,602500,
24000,1,101600,1,2,1,2,10,0,1160550,
5000,3,19500,2,2,2,1,35,0,4050,
7500,3,43225,1,2,2,2,24,0,-8450,
70000,1,217425,1,2,1,2,48,0,2895100,
30000,1,189950,2,2,1,2,35,0,2383326,
20000,3,63400,2,1,1,2,35,0,138125,
7500,2,63800,2,2,1,2,24,0,38050,
999996,1,59275,2,2,2,1,12,0,73550,
999996,1,18200,2,2,2,1,12,0,91000,
10000,1,39275,2,2,2,1,35,90000,1392500,
41000,1,116625,2,2,1,2,24,0,2354550,
12000,2,68675,2,2,2,1,24,525000,2582000,
42000,2,116475,2,1,2,2,24,0,549500,
39000,3,121675,2,1,2,2,35,0,667000,
11500,1,97475,2,1,2,1,10,310000,996175,
24000,2,20725,2,2,1,2,46,0,260551,
